Noms humains,Second nom,Troisième nom,Quatrième nom,H/F/Na,ID unique,Morts,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,book_9,book_10,book_11,book_12,book_13,book_14,book_15,total_occurrences
Decker,,,,,225,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Deckter,,,,HOMME,226,,0,1,0,0,0,0,0,0,0,0,0,20,0,7,3,31
Declan,,,,HOMME,227,,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,11
Deece,,,,HOMME,228,,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5
Deefer,,,,HOMME,229,,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,13
Deegan,,,,HOMME,230,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Deelan,,,,FEMME,231,,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
Delart,,,,FEMME,232,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Denol,,,,HOMME,233,,0,4,0,0,0,17,0,0,0,0,0,0,0,14,1,36
Dermently,,,,HOMME,234,,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,6
Desdra,,,,FEMME,235,,0,0,0,141,70,1,0,0,0,0,0,0,0,0,0,212
Desi,Arthied,,,HOMME,236,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Diatis,,,,HOMME,237,,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,6
Dieter,Clissmann,,,HOMME,238,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Diona,,,,FEMME,239,,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,19
Dirzan,,,,HOMME,240,,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,88
Domaize,,,,HOMME,241,,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,34
Domick,,,,HOMME,242,,0,0,0,0,0,1,2,0,0,0,172,32,0,8,0,215
Dorai,,,,HOMME,243,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Doral,,,,HOMME,244,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
Dorse,,,,HOMME,245,,0,0,0,0,0,11,0,0,0,0,0,0,25,0,20,56
Drake,Bonneau,,,HOMME,247,,83,1,0,0,0,1,0,0,0,0,0,0,0,1,0,86
Dresda,,,,FEMME,248,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Dugall,,,,HOMME,249,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Dulsay,,,,FEMME,250,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,15
Dunca,,,,FEMME,251,,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,98
Dunegrine,,,,,252,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Durak,,,,,253,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Durras,,,,FEMME,254,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dushik,,,,HOMME,255,,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,65
Eddik,,,,HOMME,256,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Effram,,,,,257,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Egara,,,,FEMME,258,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Elgion,,,,HOMME,259,,0,0,0,0,0,0,0,0,0,154,8,0,0,0,0,162
Elimona,,,,FEMME,260,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Emilin,,,,HOMME,261,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Emily,Boll,Em,,FEMME,262,,245,6,10,14,5,14,13,3,22,0,5,1,4,7,31,380
Empie,,,,FEMME,263,,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
Emsor,,,,HOMME,264,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Eric,Hegelman,,,HOMME,265,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Erkin,,,,HOMME,266,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Erragon,,,,HOMME,267,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137
Esrella,,,,FEMME,268,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Evan,,,,FEMME,270,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
Evarel,,,,HOMME,271,,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18
Evelene,,,,FEMME,272,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Evenek,,,,HOMME,273,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17
Ezra,Keroon,,,HOMME,274,,123,2,13,82,16,41,10,25,18,2,0,2,11,13,36,394
F’duril,,,,HOMME,275,,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,22
F’gal,,,,HOMME,276,,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,17
F’lar,Falla,Fallarnon,,HOMME,277,,0,76,0,0,0,66,80,846,854,16,1,13,406,371,209,2938
F’lessan,,,,HOMME,278,,0,23,0,0,0,0,0,0,0,0,0,0,30,77,729,859
F’neldril,,,,HOMME,280,,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,21
F’nor,F’lor,,,HOMME,281,,0,0,0,0,0,13,23,245,545,13,16,9,146,32,40,1082
F’rad,,,,HOMME,282,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
F’tol,,,,HOMME,283,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Fabry,,,,,284,,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Facenden,,,,HOMME,285,,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3
Falawny,,,,HOMME,286,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Falga,,,,FEMME,287,,0,0,0,50,1,2,0,0,0,0,0,0,0,0,0,53
Famanoran,,,,HOMME,288,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Famira,,,,FEMME,289,,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11
Fandarel,,,,HOMME,290,,0,39,0,0,0,66,1,35,101,0,1,1,95,211,11,561
Farelly,,,,,292,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Farley,,,,HOMME,294,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Farnol,,,,HOMME,295,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Faselly,,,,FEMME,297,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Federen,,,,HOMME,299,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Feldon,,,,HOMME,300,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Felena,,,,FEMME,301,,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,28
Felessan,Fesselan,,,HOMME,302,,0,0,0,0,0,0,0,0,106,0,1,10,7,0,0,124
Felicia,,,,FEMME,303,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Felim,,,,HOMME,304,,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,16
Fender,,,,HOMME,305,,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5
Fenela,,,,FEMME,306,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
Ferfar,,,,HOMME,307,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Fergal,,,,HOMME,308,,0,0,0,15,28,1,0,0,0,0,0,0,0,0,0,44
Ferina,,,,FEMME,309,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Fesnal,,,,HOMME,310,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Fidello,,,,HOMME,311,,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17
Filatric,,,,HOMME,312,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Finder,,,,HOMME,313,,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14
Fira,,,,FEMME,314,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Fitatric,,,,HOMME,315,,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4
Fleur,du Vent,,,FEMME,316,,67,1,3,2,0,1,2,3,0,5,0,1,3,1,3,92
Florist,,,,HOMME,317,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Follen,,,,HOMME,318,,0,0,0,29,5,1,0,0,0,0,0,0,0,0,0,35
Fondarel,,,,HOMME,319,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Forris,,,,,320,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Fortine,,,,HOMME,321,,0,0,0,37,6,1,0,0,0,0,0,0,0,0,2,46
Fosdak,,,,HOMME,322,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Franco,,,,HOMME,323,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
Fransman,,,,FEMME,324,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Frenkal,,,,HOMME,325,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Fromelin,,,,HOMME,326,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Fulmar,Stone,,,HOMME,327,,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44
Furet,,,,HOMME,328,,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24
Furlo,,,,HOMME,329,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
G’bear,,,,,330,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
G’bol,,,,HOMME,331,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
G’dened,G’neded,,,HOMME,332,,0,8,0,0,0,0,0,0,0,0,0,0,12,2,60,82
G’don,,,,HOMME,333,,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
G’drel,,,,HOMME,334,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4
G’nag,,,,HOMME,336,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
G’narish,,,,HOMME,337,,0,1,0,0,0,0,0,0,69,0,0,2,5,1,11,89
G’ranad,,,,HOMME,338,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
G’rannat,,,,,339,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
G’ron,Giron,,,HOMME,340,,0,0,1,0,1,100,0,0,0,0,1,0,0,0,2,105
G’sel,,,,HOMME,341,,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,18
Gabin,,,,HOMME,342,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4
Gabred,,,,HOMME,343,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Gaby,,,,HOMME,344,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Gallardy,,,,FEMME,345,,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,12
Gallen,,,,,346,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5
Gallian,Galli,,,HOMME,347,,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,39
Galnich,Galnish,,,,348,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Galter,,,,,349,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gana,,,,FEMME,350,,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
Gandidan,Gandiran,,,HOMME,351,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Ganmar,,,,HOMME,352,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
Garben,,,,HOMME,353,,16,1,1,0,3,3,0,0,0,0,0,0,0,0,0,24
Gardillon,,,,HOMME,354,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Gardner,,,,HOMME,355,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
Gardrow,,,,HOMME,356,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Garm,,,,HOMME,357,,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24
Garrel,,,,HOMME,359,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Garrel,,,,HOMME,358,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gayton,,,,HOMME,360,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Gedenase,,,,HOMME,361,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
Geger,,,,HOMME,362,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
Gellim,,,,HOMME,363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Genjon,,,,HOMME,365,,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
Germathen,,,,HOMME,367,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Gifflen,,,,HOMME,368,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Ginia,,,,FEMME,369,,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,52
Gisa,,,,FEMME,370,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
Glammie,,,,,371,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Glay,,,,,372,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Gomalsi,,,,HOMME,374,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
Gorazde,,,,HOMME,375,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Gorby,,,,HOMME,376,,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
Gorta,,,,,377,,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4
Gostol,,,,HOMME,378,,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21
Gram,,,,HOMME,379,,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,4
Grasella,,,,,380,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Greg,Keating,,,,381,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Greta,,,,FEMME,382,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Grevil,,,,HOMME,383,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Grisella,,,,FEMME,384,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Grodon,,,,HOMME,385,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Groghe,,,,HOMME,387,,0,15,0,0,0,3,58,0,68,0,76,10,58,78,94,460
Gyorgy,,,,HOMME,388,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H’ages,,,,,389,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
H’grave,,,,,390,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
H’mar,,,,HOMME,391,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H’nalt,,,,HOMME,392,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
H’nor,,,,HOMME,393,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
H’redan,,,,,394,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Halanna,,,,FEMME,395,,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,54
Halefor,,,,HOMME,396,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Halibran,,,,HOMME,397,,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16
Haligon,,,,HOMME,398,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83
Hally,,,,FEMME,399,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hamian,,,,HOMME,400,,0,5,0,0,0,51,0,0,0,0,0,0,0,43,3,102
Haura,,,,FEMME,401,,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,17
Hayara,,,,FEMME,402,,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,46
Hayon,,,,HOMME,403,,1,0,0,0,0,0,26,0,0,0,0,1,0,0,0,28
Hedelman,,,,,404,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hegmon,,,,HOMME,405,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20
Heinrich,,,,,406,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helly,,,,HOMME,407,,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,16
Hillegel,,,,HOMME,408,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Hittet,,,,HOMME,409,,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11
Hobson,,,,HOMME,410,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Holht,,,,FEMME,411,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Horon,,,,HOMME,412,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,21
Hosbon,,,,HOMME,413,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
Iantine,Ian,,,HOMME,414,,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,377
Idarolan,Iddie,,,HOMME,415,,0,80,0,0,0,10,6,0,1,0,0,0,26,37,58,218
Idoralan,,,,HOMME,416,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Ifor,,,,HOMME,417,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
Irene,,,,FEMME,418,,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31
Irtine,,,,,419,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Isla,,,,FEMME,420,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Issony,,,,HOMME,421,,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32
Ita,,,,FEMME,422,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Ivan,le Terrible,,,HOMME,423,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4
J’dar,,,,HOMME,424,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
J’fery,,,,HOMME,425,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
J’lono,,,,,426,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
J’ralt,Jeralte,,,HOMME,427,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
Jacob,Chernoff,,,HOMME,428,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Jake,Chernoff,,,HOMME,429,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Jallora,,,,FEMME,430,,0,0,0,26,1,1,0,0,0,0,0,0,0,0,0,28
Jamson,,,,HOMME,431,,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,85
Janara,,,,FEMME,432,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Jancis,,,,FEMME,433,,0,2,0,0,0,138,0,0,0,0,0,0,0,176,10,326
Jane,,,,FEMME,434,,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11
Janissian,,,,FEMME,435,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
Jarrol,,,,HOMME,436,,0,1,0,0,0,1,0,0,0,0,0,0,0,19,0,21
Jaxom,Jax,,,HOMME,438,,0,41,0,0,0,126,0,2,232,6,5,4,1368,1179,114,3077
Jayge,Lilcamp,,,HOMME,439,,0,153,0,0,0,636,0,0,0,0,0,0,0,27,7,823
Jemmy,,,,HOMME,440,,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,51
Jenfa,,,,FEMME,441,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jepson,,,,HOMME,442,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Jerin,,,,HOMME,443,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jerint,,,,HOMME,444,,0,0,0,0,0,0,7,0,0,0,51,2,0,0,0,60
Jerrint,,,,HOMME,445,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Jerry,Mercer,,,HOMME,446,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Jesken,,,,HOMME,447,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
Jess,,,,,448,,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,6
Jessuan,,,,,449,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jez,,,,HOMME,450,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Jiro,Akamoto,,,HOMME,452,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Jissamy,,,,FEMME,453,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
Jivan,,,,HOMME,454,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Joanson,,,,HOMME,455,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Joe,Millan,,,,456,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Joël,Lilienkamp,Joel,Lili,HOMME,457,,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,95
Johnny ,Greene,,,,458,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jol,,,,HOMME,459,,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
Jonno,,,,,460,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Josetta,,,,FEMME,462,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ju,Adjai,Adjar,,FEMME,463,,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
Jubb,,,,HOMME,464,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
Jule,,,,FEMME,465,,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17
Juvana,,,,FEMME,466,,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,58
K’dor,,,,,468,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
K’dren,,,,HOMME,469,,0,0,0,40,0,2,0,0,0,0,0,0,0,0,0,42
K’drin,,,,HOMME,470,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
K’lon ,,,,HOMME,471,,0,0,0,174,1,1,0,0,0,0,0,0,0,0,0,176
K’nebel,,,,HOMME,472,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
K’net,,,,HOMME,473,,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,44
K’van,,,,HOMME,474,,0,31,0,0,0,49,0,0,0,0,0,0,1,29,34,144
K’vin,Kev,,,HOMME,475,,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,298
Kailey,,,,HOMME,476,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Kalem,,,,HOMME,478,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Kaljan,,,,HOMME,479,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Kalvi,,,,HOMME,480,,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,55
Kami,,,,FEMME,481,,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Kamiana,,,,FEMME,482,,0,0,0,21,3,1,0,0,0,0,0,0,0,0,0,25
Kamina,,,,FEMME,483,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Kanadin,K’din,,,HOMME,484,,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Karenchok,,,,HOMME,485,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17
Kashman,,,,HOMME,486,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
Kathy,Duff,,,FEMME,488,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Kayla,,,,,489,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Keita,,,,FEMME,490,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,39,43
Kenalas,,,,FEMME,491,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kepiru,,,,HOMME,493,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Ker,,,,,494,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Kern,,,,HOMME,495,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Ketrin,,,,HOMME,496,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12
Kevelon,,,,HOMME,497,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
Kinsale,,,,HOMME,498,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Kinver,,,,HOMME,499,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Kirnety,,,,HOMME,500,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Kit,Ping,Kitti,,FEMME,502,,113,0,0,0,0,0,0,0,0,0,0,0,0,2,0,115
Kitral,,,,FEMME,503,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kitrin,,,,FEMME,504,,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Kizan,,,,HOMME,505,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Klada,,,,FEMME,506,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Kubisa,,,,FEMME,507,,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24
Kulan,,,,HOMME,508,,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,8
Kulla,,,,FEMME,509,,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
Kung,,,,,510,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kurt,,,,,511,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kwan ,Marceau,,,HOMME,512,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Kylara,,,,FEMME,513,,0,0,0,0,0,4,0,38,230,5,0,3,6,0,0,286
Kylos,,,,HOMME,514,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
L’bol,,,,HOMME,515,,0,0,0,25,0,2,0,0,0,0,0,0,0,0,0,27
L’rad,,,,HOMME,517,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L’rayl,,,,HOMME,518,,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5
L’sur,,,,HOMME,519,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
L’tol,Lytol,Lytonal,,HOMME,520,,0,3,0,0,0,18,11,79,142,0,3,0,236,243,73,808
L’trel,,,,HOMME,521,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
L’vin,,,,,522,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
L’zal,,,,,523,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
L’zan,,,,HOMME,524,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Laela,,,,FEMME,525,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Laland,,,,HOMME,526,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lally,Moorhouse,,,FEMME,527,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Landon,,,,HOMME,528,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
Langrell,,,,HOMME,529,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Larad,,,,HOMME,530,,0,13,0,0,0,103,23,29,68,0,0,0,2,75,14,327
Laradian,,,,HOMME,532,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Laradian,,,,HOMME,531,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Laudey,,,,HOMME,534,,0,5,0,0,0,18,0,0,4,0,0,3,1,12,2,45
