Noms humains,Second nom,Troisième nom,Quatrième nom,H/F/Na,ID unique,Morts,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,book_9,book_10,book_11,book_12,book_13,book_14,book_15,total_occurrences
F’neldril,,,,HOMME,276,,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,21
F’nor,F’lor,,,HOMME,277,,0,0,0,0,0,13,23,245,545,13,16,9,146,32,40,1082
F’rad,,,,HOMME,278,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
F’tol,,,,HOMME,279,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Fabry,,,,,280,,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Facenden,,,,HOMME,281,,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3
Falawny,,,,HOMME,282,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Falga,,,,FEMME,283,,0,0,0,50,1,2,0,0,0,0,0,0,0,0,0,53
Famanoran,,,,HOMME,284,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Famira,,,,FEMME,285,,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11
Fandarel,,,,HOMME,286,,0,39,0,0,0,66,1,35,101,0,1,1,95,211,11,561
Fanna,,,,FEMME,287,True,0,0,0,0,0,1,0,0,5,0,0,0,8,0,0,14
Farelly,,,,,288,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Farevene,,,,HOMME,289,True,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16
Farley,,,,HOMME,290,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Farnol,,,,HOMME,291,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Faroguy,,,,HOMME,292,True,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,41
Faselly,,,,FEMME,293,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Fax,,,,HOMME,294,True,11,3,0,0,0,28,252,251,4,0,0,1,6,4,3,563
Federen,,,,HOMME,295,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Feldon,,,,HOMME,296,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Felena,,,,FEMME,297,,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,28
Felessan,Fesselan,,,HOMME,298,,0,0,0,0,0,0,0,0,106,0,1,10,7,0,0,124
Felicia,,,,FEMME,299,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Felim,,,,HOMME,300,,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,16
Fender,,,,HOMME,301,,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,5
Fenela,,,,FEMME,302,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
Ferfar,,,,HOMME,303,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Fergal,,,,HOMME,304,,0,0,0,15,28,1,0,0,0,0,0,0,0,0,0,44
Ferina,,,,FEMME,305,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Fesnal,,,,HOMME,306,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Fidello,,,,HOMME,307,,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17
Filatric,,,,HOMME,308,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Finder,,,,HOMME,309,,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14
Fira,,,,FEMME,310,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Fitatric,,,,HOMME,311,,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4
Fleur,du Vent,,,FEMME,312,,67,1,3,2,0,1,2,3,0,5,0,1,3,1,3,92
Florist,,,,HOMME,313,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Follen,,,,HOMME,314,,0,0,0,29,5,1,0,0,0,0,0,0,0,0,0,35
Fondarel,,,,HOMME,315,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Forris,,,,,316,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Fortine,,,,HOMME,317,,0,0,0,37,6,1,0,0,0,0,0,0,0,0,2,46
Fosdak,,,,HOMME,318,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Franco,,,,HOMME,319,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
Fransman,,,,FEMME,320,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Frenkal,,,,HOMME,321,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Fromelin,,,,HOMME,322,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Fulmar,Stone,,,HOMME,323,,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44
Furet,,,,HOMME,324,,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24
Furlo,,,,HOMME,325,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
G’bear,,,,,326,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
G’bol,,,,HOMME,327,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
G’dened,G’neded,,,HOMME,328,,0,8,0,0,0,0,0,0,0,0,0,0,12,2,60,82
G’don,,,,HOMME,329,,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
G’drel,,,,HOMME,330,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4
G’lanar,,,,HOMME,331,True,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34
G’nag,,,,HOMME,332,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
G’narish,,,,HOMME,333,,0,1,0,0,0,0,0,0,69,0,0,2,5,1,11,89
G’ranad,,,,HOMME,334,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
G’rannat,,,,,335,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
G’ron,Giron,,,HOMME,336,,0,0,1,0,1,100,0,0,0,0,1,0,0,0,2,105
G’sel,,,,HOMME,337,,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,18
Gabin,,,,HOMME,338,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4
Gabred,,,,HOMME,339,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Gaby,,,,HOMME,340,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Gallardy,,,,FEMME,341,,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,12
Gallen,,,,,342,,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5
Gallian,Galli,,,HOMME,343,,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,39
Galnich,Galnish,,,,344,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Galter,,,,,345,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gana,,,,FEMME,346,,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,12
Gandidan,Gandiran,,,HOMME,347,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Ganmar,,,,HOMME,348,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
Garben,,,,HOMME,349,,16,1,1,0,3,3,0,0,0,0,0,0,0,0,0,24
Gardillon,,,,HOMME,350,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Gardner,,,,HOMME,351,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
Gardrow,,,,HOMME,352,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Garm,,,,HOMME,353,,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24
Garrel,,,,HOMME,354,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gayton,,,,HOMME,355,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Gedenase,,,,HOMME,356,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
Geger,,,,HOMME,357,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
Gellim,,,,HOMME,358,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gemma,,,,FEMME,359,True,0,0,0,0,0,1,15,56,2,0,0,0,2,0,0,76
Genjon,,,,HOMME,360,,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
Gennell,,,,HOMME,361,True,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,194
Germathen,,,,HOMME,362,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Gifflen,,,,HOMME,363,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Ginia,,,,FEMME,364,,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,52
Gisa,,,,FEMME,365,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
Glammie,,,,,366,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Glay,,,,,367,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Gledia,,,,FEMME,368,True,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
Gomalsi,,,,HOMME,369,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
Gorazde,,,,HOMME,370,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Gorby,,,,HOMME,371,,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
Gorta,,,,,372,,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4
Gostol,,,,HOMME,373,,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21
Gram,,,,HOMME,374,,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,4
Grasella,,,,,375,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Greg,Keating,,,,376,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Greta,,,,FEMME,377,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Grevil,,,,HOMME,378,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Grisella,,,,FEMME,379,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Grodon,,,,HOMME,380,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Grogellan,,,,HOMME,381,True,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,33
Groghe,,,,HOMME,382,,0,15,0,0,0,3,58,0,68,0,76,10,58,78,94,460
Gyorgy,,,,HOMME,383,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H’ages,,,,,384,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
H’grave,,,,,385,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
H’mar,,,,HOMME,386,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H’nalt,,,,HOMME,387,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
H’nor,,,,HOMME,388,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
H’redan,,,,,389,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Halanna,,,,FEMME,390,,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,54
Halefor,,,,HOMME,391,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Halibran,,,,HOMME,392,,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16
Haligon,,,,HOMME,393,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83
Hally,,,,FEMME,394,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hamian,,,,HOMME,395,,0,5,0,0,0,51,0,0,0,0,0,0,0,43,3,102
Haura,,,,FEMME,396,,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,17
Hayara,,,,FEMME,397,,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,46
Hayon,,,,HOMME,398,,1,0,0,0,0,0,26,0,0,0,0,1,0,0,0,28
Hedelman,,,,,399,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hegmon,,,,HOMME,400,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20
Heinrich,,,,,401,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helly,,,,HOMME,402,,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,16
Hillegel,,,,HOMME,403,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Hittet,,,,HOMME,404,,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11
Hobson,,,,HOMME,405,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Holht,,,,FEMME,406,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Horon,,,,HOMME,407,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19,21
Hosbon,,,,HOMME,408,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
Iantine,Ian,,,HOMME,409,,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,377
Idarolan,Iddie,,,HOMME,410,,0,80,0,0,0,10,6,0,1,0,0,0,26,37,58,218
Idoralan,,,,HOMME,411,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Ifor,,,,HOMME,412,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
Irene,,,,FEMME,413,,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31
Irtine,,,,,414,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Isla,,,,FEMME,415,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Issony,,,,HOMME,416,,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32
Ita,,,,FEMME,417,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Ivan,le Terrible,,,HOMME,418,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4
J’dar,,,,HOMME,419,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
J’fery,,,,HOMME,420,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
J’lono,,,,,421,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
J’ralt,Jeralte,,,HOMME,422,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
Jacob,Chernoff,,,HOMME,423,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Jake,Chernoff,,,HOMME,424,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Jallora,,,,FEMME,425,,0,0,0,26,1,1,0,0,0,0,0,0,0,0,0,28
Jamson,,,,HOMME,426,,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,85
Janara,,,,FEMME,427,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Jancis,,,,FEMME,428,,0,2,0,0,0,138,0,0,0,0,0,0,0,176,10,326
Jane,,,,FEMME,429,,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11
Janissian,,,,FEMME,430,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
Jarrol,,,,HOMME,431,,0,1,0,0,0,1,0,0,0,0,0,0,0,19,0,21
Jaxom,Jax,,,HOMME,432,,0,41,0,0,0,126,0,2,232,6,5,4,1368,1179,114,3077
Jayge,Lilcamp,,,HOMME,433,,0,153,0,0,0,636,0,0,0,0,0,0,0,27,7,823
Jemmy,,,,HOMME,434,,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,51
Jenfa,,,,FEMME,435,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jerin,,,,HOMME,436,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jerint,,,,HOMME,437,,0,0,0,0,0,0,7,0,0,0,51,2,0,0,0,60
Jerrint,,,,HOMME,438,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Jerry,Mercer,,,HOMME,439,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Jesken,,,,HOMME,440,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
Jess,,,,,441,,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,6
Jessuan,,,,,442,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jez,,,,HOMME,443,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Jim,Tillek,James,,HOMME,444,True,108,78,13,21,5,11,60,7,28,1,3,2,8,35,13,393
Jiro,Akamoto,,,HOMME,445,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Jissamy,,,,FEMME,446,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
Jivan,,,,HOMME,447,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Joanson,,,,HOMME,448,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Joe,Millan,,,,449,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Joël,Lilienkamp,Joel,Lili,HOMME,450,,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,95
Johnny ,Greene,,,,451,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jol,,,,HOMME,452,,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22
Jonno,,,,,453,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jora,,,,FEMME,454,True,0,0,0,0,0,0,33,24,0,0,0,0,0,0,0,57
Josetta,,,,FEMME,455,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ju,Adjai,Adjar,,FEMME,456,,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
Jubb,,,,HOMME,457,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
Jule,,,,FEMME,458,,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17
Juvana,,,,FEMME,459,,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,58
K’dall,,,,HOMME,460,True,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
K’dor,,,,,461,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
K’dren,,,,HOMME,462,,0,0,0,40,0,2,0,0,0,0,0,0,0,0,0,42
K’drin,,,,HOMME,463,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
K’lon ,,,,HOMME,464,,0,0,0,174,1,1,0,0,0,0,0,0,0,0,0,176
K’nebel,,,,HOMME,465,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
K’net,,,,HOMME,466,,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,44
K’van,,,,HOMME,467,,0,31,0,0,0,49,0,0,0,0,0,0,1,29,34,144
K’vin,Kev,,,HOMME,468,,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,298
Kailey,,,,HOMME,469,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Kale,,,,HOMME,470,True,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,29
Kalem,,,,HOMME,471,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Kaljan,,,,HOMME,472,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Kalvi,,,,HOMME,473,,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,55
Kami,,,,FEMME,474,,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Kamiana,,,,FEMME,475,,0,0,0,21,3,1,0,0,0,0,0,0,0,0,0,25
Kamina,,,,FEMME,476,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Kanadin,K’din,,,HOMME,477,,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Karenchok,,,,HOMME,478,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17
Kashman,,,,HOMME,479,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
Kasia,,,,FEMME,480,True,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,198
Kathy,Duff,,,FEMME,481,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Kayla,,,,,482,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Keita,,,,FEMME,483,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,39,43
Kenalas,,,,FEMME,484,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kenjo,Fusaiyuki,,,Cyborg,485,True,175,0,0,0,0,0,0,0,0,0,0,0,0,2,11,188
Kepiru,,,,HOMME,486,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Ker,,,,,487,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Kern,,,,HOMME,488,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Ketrin,,,,HOMME,489,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12
Kevelon,,,,HOMME,490,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
Kinsale,,,,HOMME,491,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Kinver,,,,HOMME,492,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Kirnety,,,,HOMME,493,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Kista,,,,FEMME,494,True,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
Kit,Ping,Kitti,,FEMME,495,,113,0,0,0,0,0,0,0,0,0,0,0,0,2,0,115
Kitral,,,,FEMME,496,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kitrin,,,,FEMME,497,,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Kizan,,,,HOMME,498,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Klada,,,,FEMME,499,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Kubisa,,,,FEMME,500,,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24
Kulan,,,,HOMME,501,,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,8
Kulla,,,,FEMME,502,,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
Kung,,,,,503,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kurt,,,,,504,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Kwan ,Marceau,,,HOMME,505,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Kylara,,,,FEMME,506,,0,0,0,0,0,4,0,38,230,5,0,3,6,0,0,286
Kylos,,,,HOMME,507,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
L’bol,,,,HOMME,508,,0,0,0,25,0,2,0,0,0,0,0,0,0,0,0,27
L’mal,,,,HOMME,509,True,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,21
L’rad,,,,HOMME,510,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L’rayl,,,,HOMME,511,,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5
L’sur,,,,HOMME,512,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
L’tol,Lytol,Lytonal,,HOMME,513,,0,3,0,0,0,18,11,79,142,0,3,0,236,243,73,808
L’trel,,,,HOMME,514,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
L’vin,,,,,515,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
L’zal,,,,,516,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
L’zan,,,,HOMME,517,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Laela,,,,FEMME,518,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Laland,,,,HOMME,519,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lally,Moorhouse,,,FEMME,520,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Landon,,,,HOMME,521,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
Langrell,,,,HOMME,522,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Larad,,,,HOMME,523,,0,13,0,0,0,103,23,29,68,0,0,0,2,75,14,327
Laradian,,,,HOMME,524,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Larna,Lama,,,FEMME,525,True,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14
Laudey,,,,HOMME,526,,0,5,0,0,0,18,0,0,4,0,0,3,1,12,2,45
Lauley,,,,HOMME,527,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Laura,,,,FEMME,528,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Lavel,,,,HOMME,529,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
Layrence,,,,,530,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Lear,,,,HOMME,531,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Lechi,,,,,532,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Leef,Leff,,,HOMME,533,,0,0,0,31,2,1,0,0,0,0,0,0,0,0,0,34
Lemsia,,,,FEMME,534,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Lensdale,,,,HOMME,535,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Léo,Léopol,,,HOMME,536,,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,82
Leri,,,,FEMME,537,,0,0,0,306,13,1,0,0,0,0,0,0,0,0,0,320
Lesnour,,,,HOMME,538,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Lessa,,,,FEMME,539,,0,82,0,0,0,121,14,674,440,45,3,20,309,353,292,2353
Lesselam,,,,,540,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lesselden,,,,HOMME,541,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Levalla,,,,FEMME,542,,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,26
Lexey,,,,HOMME,543,,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,26
Lias,,,,HOMME,544,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
Libby,,,,FEMME,545,,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13
Lidora,,,,FEMME,546,,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,16
Ligand,,,,HOMME,547,,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,5
Lilla,,,,FEMME,548,,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,7
Lissala,,,,FEMME,549,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Lobirn,,,,HOMME,550,,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,74
Lonada,,,,FEMME,551,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Londik,,,,HOMME,552,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
Loreana,,,,FEMME,553,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Lorra,,,,FEMME,554,,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,48
Losacot,,,,HOMME,555,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Lotricia,,,,FEMME,556,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15
Lozell,,,,HOMME,557,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
Luccha,,,,FEMME,558,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Lucil,,,,FEMME,559,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Lucy,Tubberman,,,FEMME,560,True,88,0,4,0,0,0,0,0,0,0,0,0,0,0,3,95
Lur,,,,HOMME,561,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
M’barak,,,,HOMME,562,,0,0,0,56,17,1,0,0,0,0,0,0,0,0,0,74
M’dani,,,,,563,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
