Noms humains,Second nom,Troisième nom,Quatrième nom,H/F/Na,ID unique,Morts,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,book_9,book_10,book_11,book_12,book_13,book_14,book_15,total_occurrences
M’gent,,,,HOMME,564,,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,7
M’hall,,,,,565,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
M’leng,,,,HOMME,566,,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,70
M’ling,,,,,567,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
M’odon,,,,HOMME,568,True,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
M’rak,,,,HOMME,569,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
M’rand,,,,HOMME,570,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,39
M’ray,,,,HOMME,571,,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,8
M’rek,,,,HOMME,572,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
M’ridin,,,,HOMME,573,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
M’shall,,,,HOMME,574,,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,143
M’sur,,,,HOMME,575,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
M’tani,,,,HOMME,576,,0,0,0,39,1,2,0,0,0,0,0,0,0,0,0,42
Macabir,,,,HOMME,577,,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,8
Macester,,,,HOMME,578,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Macy,,,,HOMME,579,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Magalia,,,,FEMME,580,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Maidir,,,,HOMME,581,True,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,46
Mairi,,,,FEMME,582,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Mairian,,,,,583,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Maizella,,,,FEMME,584,,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,57
Makfar,,,,HOMME,585,,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,6
Mallan,,,,HOMME,586,,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27
Manora,,,,FEMME,587,,0,0,0,0,0,0,9,60,72,50,6,2,5,4,34,242
Manotti,,,,HOMME,588,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
Mar,Dook,,,HOMME,589,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Mara,,,,FEMME,590,,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4
Maranis,,,,HOMME,591,,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16
Marcator,,,,HOMME,592,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Marchane,,,,,593,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Marcine,,,,FEMME,594,,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
Marco,Galliani,,,HOMME,595,True,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Mardra,,,,FEMME,596,,0,0,0,0,0,18,0,25,46,0,0,5,4,2,0,100
Mardy,,,,FEMME,597,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Marella,,,,FEMME,598,,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,15
Margatta,,,,FEMME,599,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5
Mari,,,,FEMME,600,,4,2,13,1,5,13,19,0,0,0,1,0,0,5,1,64
Marley,,,,HOMME,601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Marlifin,,,,HOMME,602,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Marshal,,,,,603,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Mary,Tubberman,,,FEMME,604,,108,0,4,0,0,0,0,0,0,0,0,0,0,0,3,115
Matsen,,,,HOMME,605,True,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
Mattew,Matt,,,HOMME,606,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Mavi,,,,FEMME,607,,0,1,0,0,0,0,0,0,0,84,1,0,0,0,0,86
Maxilant,,,,HOMME,608,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
Maylone,,,,HOMME,609,,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,8
Mechalla,,,,FEMME,610,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Medaman,,,,HOMME,611,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Medda,,,,FEMME,612,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
Mekelroy,Pinch,,,HOMME,613,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,178
Melongel,,,,HOMME,614,,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,97
Menolly,Nolly,Monolly,,FEMME,615,,0,146,0,0,0,30,0,0,0,610,995,303,323,121,26,2554
Mercia,,,,FEMME,616,True,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Merdine,,,,HOMME,617,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Merelan,,,,FEMME,618,True,0,0,0,0,0,0,337,0,0,0,2,0,0,0,0,339
Merika,,,,FEMME,619,,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,8
Merin,,,,FEMME,620,True,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
Meron,,,,HOMME,621,True,0,0,0,0,0,7,0,28,141,0,1,108,8,1,0,294
Mesla,,,,FEMME,622,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Miata,,,,FEMME,623,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mibbut,,,,,624,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Michael,,,,HOMME,625,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mick,,,,HOMME,626,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mickulin,,,,HOMME,627,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Milla,,,,FEMME,628,True,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3
Minnarden,,,,HOMME,629,,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,35
Miridan,,,,FEMME,630,,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4
Mirrim,,,,FEMME,631,,0,50,0,0,0,2,0,0,56,108,4,39,79,84,89,511
Miskin,,,,,632,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Mislue,,,,FEMME,633,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Moreta,Moretta,,,FEMME,634,True,0,0,0,1118,41,4,3,7,1,0,8,0,0,0,3,1185
Morif,,,,HOMME,635,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Morilton,,,,HOMME,636,,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,41
Morin,,,,HOMME,637,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Morshal,Morshall,,,HOMME,638,,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,42
Mosser,,,,HOMME,639,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Mostar,,,,HOMME,640,,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,10
Mumolon,,,,HOMME,641,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
Munchaun,,,,HOMME,642,,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,15
Murda,,,,FEMME,643,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
Murfytwen,,,,HOMME,644,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Murolin,,,,,645,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
N’bil,,,,,646,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
N’gent,,,,HOMME,647,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
N’men,,,,HOMME,648,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
N’mool,,,,HOMME,649,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
N’ran,N’nan,,,HOMME,650,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
N’ton,,,,HOMME,651,,0,3,0,0,0,24,0,9,90,19,2,35,208,74,66,530
Nabhi,Nabol,,,HOMME,652,,62,2,0,16,1,7,15,15,73,0,1,66,2,6,0,266
Nadira,,,,FEMME,653,,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,6
Nadona,,,,FEMME,654,,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18
Nalka,,,,FEMME,655,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
Namurra,,,,FEMME,656,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Naprila,,,,HOMME,657,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Nataly,,,,FEMME,658,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
Naton,,,,HOMME,659,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Nattai,,,,FEMME,660,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Naylor,,,,,661,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Nazer,,,,HOMME,662,,0,9,0,0,0,38,0,0,0,0,0,0,0,0,0,47
Ned,Tubberman,,,HOMME,663,,107,0,4,0,0,0,0,0,0,0,0,0,0,0,3,114
Neilla,,,,FEMME,664,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Neldama,,,,FEMME,665,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
Nera,,,,FEMME,666,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
Nessel,,,,HOMME,667,,0,1,0,0,0,0,0,4,19,0,0,2,1,17,0,44
Nesso,,,,FEMME,668,,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,87
Nia,,,,FEMME,669,,0,0,0,0,6,1,0,0,0,0,0,0,1,1,0,9
Nicat,,,,HOMME,670,,0,26,0,0,0,4,0,0,2,11,3,4,42,6,0,98
Nika,,,,FEMME,671,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Niness,,,,HOMME,672,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nip,,,,HOMME,673,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Nora,Sejby,,,FEMME,674,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Norist,,,,HOMME,675,,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,56
Norman,,,,HOMME,676,True,0,0,0,27,1,1,0,0,0,0,0,0,0,0,0,29
Nurevin,,,,HOMME,677,,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17
Nyassa,Clissmann,,,FEMME,678,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
O’ney,,,,HOMME,679,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
Ogolly,,,,HOMME,680,,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20
Oharan,,,,HOMME,681,,0,0,0,0,0,0,0,0,0,16,0,9,1,0,0,26
Oklina,,,,FEMME,682,,0,0,0,100,72,1,0,0,0,0,0,0,0,0,0,173
Oldive,,,,HOMME,683,,0,39,0,0,0,9,14,0,0,0,28,50,37,108,68,353
Olodkey,,,,HOMME,684,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20
Olos,,,,HOMME,685,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Oma,,,,FEMME,686,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
Orna,,,,FEMME,687,,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,19
Osemore,,,,HOMME,688,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
Oterel,,,,HOMME,689,,0,6,0,0,0,3,9,0,26,0,0,11,0,39,0,94
Otto,Hegelman,,,HOMME,690,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Ozzie,Munson,Oz,,HOMME,691,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
P’leen,,,,,692,,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4
P’nine,,,,HOMME,693,,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
P’ratan,,,,HOMME,694,,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,15
P’tero,,,,HOMME,695,,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,122
P’zar,,,,HOMME,696,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
Palim,,,,HOMME,697,,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
Palla,,,,FEMME,698,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
Pardure,,,,HOMME,699,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Parren,,,,HOMME,700,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Pat,Hempenstall,,,HOMME,701,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Patrice,de Broglie,,,HOMME,702,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Patry,,,,HOMME,703,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Patsy,Swann,,,FEMME,704,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paul,Benden,,,HOMME,705,,445,32,101,54,8,157,122,50,227,33,36,44,155,76,125,1665
Paul,Logorides,,,HOMME,706,,412,0,0,0,0,1,0,0,0,1,1,1,0,1,1,418
Paulin,,,,HOMME,707,,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,252
Pell,,,,HOMME,708,,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,8
Pellomar,,,,HOMME,709,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Pendora,,,,FEMME,710,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Pendra,,,,FEMME,711,True,0,0,0,16,5,1,0,0,0,0,0,0,0,0,0,22
Pergamol,,,,HOMME,712,,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
Perschar,Pershar,,,HOMME,713,,0,1,0,0,0,42,0,0,0,0,0,0,0,7,0,50
Persellan,,,,HOMME,714,,0,102,0,0,0,0,0,0,0,0,0,0,0,0,10,112
Pessia,,,,FEMME,715,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
Petan,,,,HOMME,716,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Peter,Semling,,,HOMME,717,,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Peterpar,,,,HOMME,718,,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,22
Petey,Pete,,,HOMME,719,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Peth,,,,,720,,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
Petillo,,,,HOMME,721,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Petiron,,,,HOMME,722,True,0,3,0,0,0,0,299,0,0,75,66,0,0,0,0,443
Phas,Radamanth,,,HOMME,723,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Piemur,,,,HOMME,724,,0,5,0,0,0,568,0,0,0,0,286,751,184,379,10,2183
Pierre,de Courcis,,,HOMME,725,,58,20,21,25,6,20,16,88,53,14,13,14,82,14,19,463
Pilgra,,,,FEMME,726,,0,0,0,0,0,0,0,0,10,0,0,0,0,0,32,42
Pol ,Nietro,,,HOMME,727,,233,0,0,0,17,4,0,0,0,0,0,0,0,0,0,254
Pona,,,,FEMME,728,,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,78
Porrig,Connell,,,HOMME,729,,39,0,3,0,0,0,0,0,0,0,0,0,0,3,0,45
Possil,,,,HOMME,730,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Pragal,,,,HOMME,731,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Pressen,,,,HOMME,732,,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,40
Prilla,,,,FEMME,733,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5
Quitrin,,,,HOMME,734,,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
R’gul,Rangul,,,HOMME,735,,0,0,0,0,0,0,35,172,1,0,0,0,0,0,5,213
R’limeak,,,,HOMME,736,,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5
R’mart,,,,HOMME,737,,0,22,0,0,0,2,0,0,36,0,0,0,14,5,8,87
R’miel,R’mel,,,,738,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
R’nor,,,,,739,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
R’yar,,,,HOMME,740,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Raid,,,,HOMME,741,,0,0,0,0,0,20,61,1,45,0,0,1,2,2,3,135
Raïd,,,,HOMME,742,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ram,Da,,,HOMME,743,,2,12,0,0,0,51,0,11,106,0,0,0,136,127,51,496
Ramala,,,,FEMME,744,,0,1,0,0,0,31,0,0,0,0,0,0,0,1,9,42
Rammany,,,,HOMME,745,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Rampesi,,,,HOMME,746,,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,32
Randy,,,,,747,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ranly,,,,HOMME,748,,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,34
Rannelly,Rannely,,,FEMME,749,,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14
Ranneth,,,,HOMME,750,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Ranrel,,,,HOMME,751,,0,0,0,0,0,0,0,0,0,0,0,0,0,52,8,60
Rapal,,,,HOMME,752,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Rasa,,,,HOMME,753,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Ratoshigan,Ratoshinga,,,HOMME,754,,0,0,0,46,4,2,0,0,0,0,0,0,0,0,0,52
Readis,,,,HOMME,755,,0,498,0,0,0,117,0,0,0,0,0,0,0,21,4,640
Red,Hanrahan,,,HOMME,756,,73,0,5,0,0,0,0,0,0,0,0,0,0,2,0,80
Relna,,,,FEMME,757,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Rency,,,,HOMME,758,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
René,Mallibeau,,,HOMME,759,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Ricardy,,,,HOMME,760,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Richud,,,,HOMME,761,,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17
Rill,Nerilka,,,FEMME,762,,0,0,0,38,89,8,0,0,0,11,0,0,0,0,0,146
Riller,,,,HOMME,763,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Robina,,,,FEMME,764,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Robinton,Rob,Robie,,HOMME,765,True,0,47,0,0,0,212,1756,54,206,34,155,101,457,472,33,3527
Roblyn,,,,HOMME,766,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Robse,,,,HOMME,767,,0,10,0,0,0,1,0,0,0,0,0,0,0,2,3,16
Rokayas,,,,HOMME,768,,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24
Ronchin,,,,HOMME,769,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Rosheen,,,,FEMME,770,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46
Rudi,Shwartz,Rudolph,,HOMME,771,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Rulyar,,,,HOMME,772,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
Runel,,,,HOMME,773,True,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,21
S’bran,,,,HOMME,774,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
S’dra,,,,,775,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
S’gar,,,,,776,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
S’gor,,,,HOMME,777,,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,32
S’goral,,,,HOMME,778,,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
S’lan,Selessan,Sellie,,HOMME,779,,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,21
S’lel,,,,HOMME,780,,0,0,0,0,0,0,9,32,1,0,0,0,0,0,0,42
S’len,,,,HOMME,781,,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30
S’ligar,,,,HOMME,782,,0,0,0,41,0,2,0,0,0,0,0,0,0,0,0,43
S’loner,,,,HOMME,783,True,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,59
S’mon,Thomas,,,HOMME,784,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13
S’nan,,,,HOMME,785,,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,88
S’peren,,,,HOMME,786,,0,0,0,48,2,2,0,0,0,0,0,0,0,0,0,52
S’rond,,,,HOMME,787,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Sabra,Ongola,Stein,,FEMME,788,,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
Saday,,,,FEMME,789,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
Sagassy,,,,FEMME,790,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
Sal,,,,HOMME,791,,4,0,0,0,11,1,0,0,0,0,0,0,0,0,0,16
Salda,,,,FEMME,792,,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,26
Sallah ,Telgar-Andiyar,,,FEMME,793,,294,0,0,0,0,1,0,0,0,0,0,0,0,22,0,317
Sallisha,,,,FEMME,794,,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27
Saltor,,,,HOMME,795,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Samvel,,,,HOMME,796,,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,21
Saneter,,,,HOMME,797,,0,0,0,0,0,89,0,0,0,0,0,12,0,0,0,101
Sangel,,,,HOMME,798,,0,2,0,0,0,4,3,0,39,0,4,0,23,20,13,108
Sanra,,,,FEMME,799,,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22
Sarah,,,,FEMME,800,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sarai,,,,FEMME,801,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
Sarra,,,,FEMME,802,,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17
Scallak,,,,HOMME,803,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
Scand,,,,HOMME,804,,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,12
Sch’gall,,,,HOMME,805,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sean,Connell,O’Connell,,HOMME,806,,545,0,6,0,0,0,0,0,0,0,0,0,0,3,0,554
Sebell,Sebel,Sevell,,HOMME,807,,0,45,0,0,0,42,49,0,7,1,209,326,58,161,149,1047
Sefal,,,,HOMME,808,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
Sefran,,,,HOMME,809,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Segoina,,,,FEMME,810,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
Sella,,,,FEMME,811,,0,0,0,1,0,1,1,0,0,47,1,0,0,0,0,51
Sellel,,,,HOMME,812,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Semment,,,,HOMME,813,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Serubil,,,,HOMME,814,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
Sev,Ritecamp,,,HOMME,815,,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,17
Severeid,,,,,816,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sh’gall,,,,HOMME,817,,0,0,0,211,7,2,0,0,0,0,0,0,0,0,0,220
Shadder,,,,HOMME,818,,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,11
Shankolin,Glasstol de Crom,,,HOMME,819,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
Shanna,,,,,820,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Sharra,Sharrie,,,FEMME,821,,0,3,0,0,0,150,0,0,0,0,0,34,234,279,86,786
Shavva,Fahroud,,,FEMME,822,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Shawan,,,,HOMME,823,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
Sheledon,Shel,,,HOMME,824,,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,61
Sherris,,,,HOMME,825,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
Sheve,,,,HOMME,826,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
Shih,Lao,,,,827,,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
Shonagar,,,,HOMME,828,,0,0,0,0,0,1,34,0,0,0,60,35,0,1,0,131
Shonagor,,,,HOMME,829,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shulse,,,,HOMME,830,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Shuvin,,,,HOMME,831,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Sicca,,,,FEMME,832,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sifer,,,,HOMME,833,,0,0,0,0,0,22,1,0,18,0,0,0,0,1,0,42
Sigomal,,,,HOMME,834,,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52
Sigomel,,,,,835,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Silga,,,,FEMME,836,,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,5
Silma,,,,FEMME,837,True,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
Silon,,,,,838,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Silton,,,,HOMME,839,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Silvana,,,,FEMME,840,,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,9
Silvina,,,,FEMME,841,,0,0,0,0,0,1,44,0,0,0,220,74,5,0,0,344
Sim,,,,FEMME,842,,0,0,0,2,26,1,0,0,0,0,0,0,0,0,0,29
Sintary,,,,HOMME,843,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
Sira,,,,FEMME,844,,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5
Sirrie,,,,FEMME,845,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
Sitta,,,,FEMME,846,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11
Sneel,,,,HOMME,847,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Sograny,,,,HOMME,848,,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,20
Solth,,,,FEMME,849,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3
