sentence_id,book,part,chapter,pdf_page,start_pdf_page,end_pdf_page,text,text_lemma
44,Le Seigneur des Anneaux,,,3,3,5,"Ainsi le seul métier manuel qui fût peu en honneur chez eux était-il la cordonnerie, mais ils avaient les doigts longs et habiles, et ils savaient fabriquer bien d'autres objets utiles et agréables à l'œil.","Ainsi le seul métier manuel qui être peu en honneur chez lui êtreil le cordonnerie, mais il avoir le doigt long et habile, et il savoir fabriquer bien deautre objet utile et agréable à leœil."
45,Le Seigneur des Anneaux,,,3,3,5,"Leur visage était en règle générale plus aimable que beau large, avec les yeux brillants, les joues rouges et la bouche toute prête au rire, au manger et au boire.","Son visage être en règle général plus aimable que beau large, avec le oeil brillant, le joue rouge et le bouche tout prêt au rire, au manger et au boire."
46,Le Seigneur des Anneaux,,,3,3,5,"Et, pour ce qui était de rire, de manger et de boire, ils le faisaient bien, souvent et cordialement, car ils aimaient les simples facéties en tout temps et six repas par jour (quand ils pouvaient les avoir) Ils étaient hospitaliers, et ils se plaisaient aux parties ainsi qu'aux cadeaux, qu'ils s'offraient avec libéralité et qu'ils acceptaient avidement.","Et, pour ce qui être de rire, de manger et de boire, il le faire bien, souvent et cordialement, car il aimer le simple facétie en tout temps et six repas par jour (quand il pouvoir le avoir) Il être hospitalier, et il se plaire à party ainsi queà cadeau, queil seoffrir avec libéralité et queil accepter avidement."
47,Le Seigneur des Anneaux,,,3,3,5,"Il est clair qu'en dépit d'un éloignement ultérieur, les Hobbits nous sont apparentés: Ils sont beaucoup plus proches de nous que les Elfes ou même que les Nains.","Il être clair queen dépit deun éloignement ultérieur, le Hobbit nous être apparenter: Il être beaucoup plus proche de nous que le Elfe ou même que le Nain."
48,Le Seigneur des Anneaux,,,3,3,5,"Ils parlaient autrefois la langue des hommes, à leur propre façon, et leurs goûts étaient très semblables à ceux des hommes dans leurs inclinations ou leurs aversions.","Il parler autrefois le langue de homme, à son propre façon, et leur goût être très semblable à celui de homme dans leur inclination ou leur aversion."
49,Le Seigneur des Anneaux,,,3,3,5,Mais il est impossible de découvrir aujourd'hui notre relation exacte.,Mais il être impossible de découvrir aujourd'hui notre relation exact.
50,Le Seigneur des Anneaux,,,3,3,5,"L'origine des Hobbits remonte très loin dans les temps anciens, maintenant perdus et oubliés.","LEorigine de Hobbit remonter très loin dans le temps ancien, maintenant perdre et oublier."
51,Le Seigneur des Anneaux,,,3,3,5,Seuls les Le seigneur des anneaux Page 5 sur 5,Seul le Le seigneur de anneau Page 5 sur 5
52,Le Seigneur des Anneaux,,,3,3,5,PREMIERE,PREMIERE
53,Le Seigneur des Anneaux,,,3,3,5,PARTIE,PARTIE
54,Le Seigneur des Anneaux,,,3,3,5,Livre I,Livre I
55,Le Seigneur des Anneaux,,,3,3,5,"La communauté de l'anneau Elfes conservent encore des annales de cette époque évanouie, et leurs traditions ne concernent pratiquement que leur propre histoire, dans laquelle les Hommes apparaissent rarement et où il n'est fait aucune mention des Hobbits.","Le communauté de leanneau Elfe conserver encore un annale de ce époque évanouir, et leur tradition ne concerner pratiquement que son propre histoire, dans lequel le Homme apparaître rarement et où il neêtre faire aucun mention de Hobbit."
56,Le Seigneur des Anneaux,,,3,3,5,"Il est cependant clair que ceux-ci avaient, en fait, vécu tranquillement dans la Terre du Milieu durant de longues années avant que d'autres n'eussent même conscience de leur existence.","Il être cependant clair que celui-ci avoir, en fait, vivre tranquillement dans le Terre de Milieu durer de long année avant que deautre neavoir même conscience de son existence."
57,Le Seigneur des Anneaux,,,3,3,5,"Et le monde étant après tout rempli d'innombrables créatures étranges, ce petit peuple semblait de bien peu d'importance.","Et le monde être après tout remplir deinnombrable créature étrange, ce petit peuple sembler de bien peu deimportance."
58,Le Seigneur des Anneaux,,,3,3,5,"Mais du temps de Bilbon et de son héritier Frodon, ils devinrent soudain, malgré eux, importants et renommés, et ils troublèrent les conseils des Sages et des Grands.","Mais de temps de Bilbon et de son héritier Frodon, il devenir soudain, malgré lui, important et renommer, et il troubler le conseil de Sage et de Grand."
59,Le Seigneur des Anneaux,,,3,3,5,"Ces temps, le Tiers Age de la Terre du Milieu, sont du lointain passé, et la forme de toutes les terres a été modifiée, mais les régions où vivaient alors les Hobbits étaient sans doute celles où ils demeurent encore: Le Nord-ouest de l'Ancien Monde, à l'Est de la Mer.","Ce temps, le Tiers Age de le Terre de Milieu, être de lointain passé, et le forme de tout le terre avoir être modifier, mais le région où vivre alors le Hobbit être sans doute celle où il demeurer encore: Le Nord-ouest de leAncien Monde, à leEst de le Mer."
60,Le Seigneur des Anneaux,,,3,3,5,"De leur pays original, les Hobbits du temps de Bilbon ne conservaient aucune connaissance.","De son pays original, le Hobbit de temps de Bilbon ne conserver aucun connaissance."
61,Le Seigneur des Anneaux,,,3,3,5,"Le goût du savoir l'autre que la généalogie était peu prononcé parmi eux, mais il restait encore quelques membres des plus anciennes familles qui étudiaient leurs propres livres et même rassemblaient les documents des anciens temps et des terres lointaines auprès des Elfes, des Nains et des Hommes.","Le goût de savoir leautre que le généalogie être peu prononcer parmi lui, mais il rester encore quelque membre de plus ancien famille qui étudier leur propre livre et même rassembler le document de ancien temps et de terre lointainer auprès de Elfe, de Nain et de Homme."
62,Le Seigneur des Anneaux,,,3,3,5,"Leurs propres archives ne remontaient qu'à l'établissement de la Comté, et leurs légendes les plus anciennes ne se reportaient pas au-delà du temps de leur odyssée.","Leur propre archive ne remonter queà leétablissement de le Comté, et leur légende le plus ancien ne se reporter pas au-delà de temps de son odyssée."
63,Le Seigneur des Anneaux,,,3,3,5,"Il ressort néanmoins clairement de ces légendes et du témoignage de leurs paroles et coutumes particulières que, comme maints autres peuples, les Hobbits s'étaient dans un lointain passé déplacés vers l'Ouest.","Il ressortir néanmoins clairement de ce légende et de témoignage de leur parole et coutume particulier que, comme maint autre peuple, le Hobbit seêtre dans un lointain passé déplacer vers leOuest."
64,Le Seigneur des Anneaux,,,3,3,5,"Leurs plus anciens récits semblent entrevoir un temps où ils demeuraient dans les vallées supérieures de l'Anduin, entre les saillants de Vertbois-le-Grand et les Monts Brumeux.","Leur plus ancien récit sembler entrevoir un temps où il demeurer dans le vallée supérieur de leAnduin, entrer le saillant de Vertbois-le-grand et le Mont Brumeux."
65,Le Seigneur des Anneaux,,,3,3,5,On ne sait plus avec certitude pour quelle raison ils entreprirent plus tard la dure et périlleuse traversée des montagnes et se rendirent en Ériador.,On ne savoir plus avec certitude pour quel raison il entreprendre plus tard le dur et périlleux traverser de montagne et se rendre en Ériador.
66,Le Seigneur des Anneaux,,,3,3,5,"Leurs propres récits parlent de la multiplication des Hommes dans le pays et d'une ombre tombée de la forêt, de sorte qu'elle devint ténébreuse et reçut le nouveau nom de Forêt Noire.","Leur propre récit parler de le multiplication de Homme dans le pays et deun ombre tomber de le forêt, de sorte quelui devenir ténébreux et recevoir le nouveau nom de Forêt Noire."
67,Le Seigneur des Anneaux,,,3,3,5,"Avant la traversée des montagnes, les Hobbits s'étaient déjà divisés en trois branches quelque peu différentes: Les Pieds velus, les Forts et les Pâles.","Avant le traversée de montagne, le Hobbit seêtre déjà diviser en trois branche quelque peu différent: Le Pied velu, le Forts et le Pâle."
68,Le Seigneur des Anneaux,,,3,3,5,"Les Pieds velus étaient plus bruns de peau, plus petits et plus courts, ils n'avaient pas de barbe, et ils allaient sans chaussures, ils avaient les mains et les pieds agiles et lestes, ils préféraient les hautes terres et les collines.","Le Pied velu être plus brun de peau, plus petit et plus court, il neavoir pas de barbe, et il aller sans chaussure, il avoir le main et le pied agile et leste, il préférer le haut terre et le colline."
69,Le Seigneur des Anneaux,,,3,3,5,"Les Forts étaient plus larges, de conformation plus lourde, leurs mains et leurs pieds étaient plus grands, ils préféraient les terrains plats et le bord des rivières.","Le Forts être plus large, de conformation plus lourd, leur main et leur pied être plus grand, il préférer le terrain plat et le bord de rivière."
70,Le Seigneur des Anneaux,,,3,3,5,"Les Pâles étaient plus clairs de peau et aussi de cheveux, et ils étaient plus grands et plus élancés que les autres, ils aimaient les arbres et les terrains boisés.","Le Pâle être plus clair de peau et aussi de cheveu, et il être plus grand et plus élancer que le autre, il aimer le arbre et le terrain boisé."
71,Le Seigneur des Anneaux,,,3,3,5,"Les Pieds velus eurent beaucoup de rapports avec les Nains dans les temps anciens, et ils vécurent longtemps sur les contreforts des montagnes.","Le Pied velu avoir beaucoup de rapport avec le Nain dans le temps ancien, et il vivre longtemps sur le contrefort de montagne."
72,Le Seigneur des Anneaux,,,3,3,5,"Ils émigrèrent de bonne heure dans l'Ouest et ils parcoururent l'eriador jusqu'au Mont Venteux, tandis que les autres étaient encore au Pays Sauvage.","Il émigrer de bon heure dans leOuest et il parcourir leeriador jusqueau Mont Venteux, tandis que le autre être encore au Pays Sauvage."
73,Le Seigneur des Anneaux,,,3,3,5,"C'était la variété la plus normale et la plus représentative des Hobbits, de beaucoup la plus nombreuse.","CEêtre le variété le plus normal et le plus représentative de Hobbit, de beaucoup le plus nombreux."
74,Le Seigneur des Anneaux,,,3,3,5,"Ils étaient les plus enclins à s'établir dans un endroit précis, et ce furent eux qui conservèrent le plus longtemps la coutume ancestrale de vivre dans des galeries et des trous.","Il être le plus enclin à seétablir dans un endroit précis, et ce être lui qui conserver le plus longtemps le coutume ancestral de vivre dans un galerie et de trou."
75,Le Seigneur des Anneaux,,,3,3,5,"Les Forts s'attardèrent longtemps sur les bords du Grand Fleuve Anduin, et ils craignaient moins les Hommes.","Le Forts seattarder longtemps sur le bord de Grand Fleuve Anduin, et il craindre moins le Homme."
76,Le Seigneur des Anneaux,,,3,3,5,"Ils vinrent dans l'Ouest après les Pieds velus et suivirent le cours de la Sonoreau en direction du sud, Et là, ils furent nombreux à demeurer entre Tharbad et la frontière du Pays de Dun avant de repartir vers le nord.","Il venir dans leOuest après le Pied velu et suivre le cours de le Sonoreau en direction de sud, Et là, il être nombreux à demeurer entrer Tharbad et le frontière de Pays de Dun avant de repartir vers le nord."
77,Le Seigneur des Anneaux,,,3,3,5,"Les Pâles, les moins nombreux, étaient une branche nordique.","Le Pâle, le moins nombreux, être un branche nordique."
78,Le Seigneur des Anneaux,,,3,3,5,"Ils avaient plus de rapports amicaux avec les Nains que les autres Hobbits, et ils s'entendaient davantage au langage et au chant qu'aux travaux manuels, et jadis ils préféraient la chasse à l'agriculture.","Il avoir plus de rapport amical avec le Nain que le autre Hobbit, et il seentendre davantage au langage et au chant queà travail manuel, et jadis il préférer le chasse à leagriculture."
79,Le Seigneur des Anneaux,,,3,3,5,Ils traversèrent la montagne au nord de Fondcombe et suivirent la Fontgrise.,Il traverser le montagne au nord de Fondcombe et suivre le Fontgrise.
80,Le Seigneur des Anneaux,,,3,3,5,"En Ériador, ils ne tardèrent pas à se mêler aux autres espèces qui les avaient précédés, mais, plus hardis et plus aventureux, on les trouvait souvent comme meneurs ou chefs de clan parmi les Pieds velus ou les Forts.","En Ériador, il ne tarder pas à se mêler à autre espèce qui le avoir précéder, mais, plus hardi et plus aventureux, on le trouver souvent comme meneur ou chef de clan parmi le Pied velu ou le Forts."
81,Le Seigneur des Anneaux,,,3,3,5,"Même du temps de Bilbon, on pouvait encore constater la puissante veine pâle dans les grandes familles telles que les Touques et les Maîtres du Pays-de-Bouc.","Même de temps de Bilbon, on pouvoir encore constater le puissant veine pâle dans le grand famille tel que le Touque et le Maître de Pays-de-bouc."
82,Le Seigneur des Anneaux,,,3,3,5,"Dans les terres de l'ouest d'Ériador, entre les Monts Brumeux et les Monts de Lhùn, les Hobbits trouvèrent tant des Hommes que des Elfes.","Dans le terre de leouest deÉriador, entrer le Mont Brumeux et le Mont de Lhùn, le Hobbit trouver tant de Homme que un Elfe."
83,Le Seigneur des Anneaux,,,3,3,5,"En fait, demeurait là un restant des Dunedain, les rois des Hommes qui vinrent par la mer de l'Ouistrenesse, mais ils diminuaient rapidement, et les terres de leur royaume du nord retombaient partout en friche.","En fait, demeurer là un rester de Dunedain, le roi de Homme qui venir par le mer de leOuistrenesse, mais il diminuer rapidement, et le terre de son royaume de nord retomber partout en friche."
84,Le Seigneur des Anneaux,,,3,3,5,"La place ne manquait pas pour de nouveaux arrivants, et les Hobbits ne tardèrent pas à s'établir en communautés ordonnées.","Le place ne manquer pas pour de nouveau arrivant, et le Hobbit ne tarder pas à seétablir en communauté ordonner."
85,Le Seigneur des Anneaux,,,3,3,5,"La plupart de leurs premiers établissements, depuis longtemps disparus, étaient oubliés à l'époque de Bilbon, mais l'un des premiers à prendre de l'importance avait persisté, bien qu'en dimension réduite, il se trouvait à Bree au milieu de la forêt de Chet, à quelque quarante milles à l'est de la Comté.","Le plupart de leur premier établissement, depuis longtemps disparu, être oublier à leépoque de Bilbon, mais leun de premier à prendre de leimportance avoir persister, bien queen dimension réduit, il se trouver à Bree au milieu de le forêt de Chet, à quelque quarante mille à leêtre de le Comté."
86,Le Seigneur des Anneaux,,,3,3,5,"Ce fut sans nul doute en ces temps anciens que les Hobbits apprirent leurs lettres et commencèrent à écrire à la manière des Dunedain, qui avaient eux-mêmes acquis longtemps auparavant cet art des Elfes.","Ce être sans nul doute en ce temps ancien que le Hobbit apprendre leur lettre et commencer à écrire à le manière de Dunedain, qui avoir lui-même acquis longtemps auparavant ce art de Elfe."
87,Le Seigneur des Anneaux,,,6,6,8,Le seigneur des anneaux Page 6 sur 6,Le seigneur de anneau Page 6 sur 6
88,Le Seigneur des Anneaux,,,6,6,8,PREMIERE PARTIE,PREMIERE PARTIE
89,Le Seigneur des Anneaux,,,6,6,8,Livre I,Livre I
90,Le Seigneur des Anneaux,,,6,6,8,"La communauté de l'anneau Et à cette époque aussi ils oublièrent les langues qu'ils pouvaient avoir parlées antérieurement, pour adopter dorénavant le langage ordinaire, nommé Ouistrain, courant dans tous les territoires des rois de l'Arnor au Gondor et le long de toutes les côtes de la mer, de Belfalas à Lune.","Le communauté de leanneau Et à ce époque aussi il oublier le langue queil pouvoir avoir parler antérieurement, pour adopter dorénavant le langage ordinaire, nommer Ouistrain, courant dans tout le territoire de roi de leArnor au Gondor et le long de tout le côte de le mer, de Belfalas à Lune."
91,Le Seigneur des Anneaux,,,6,6,8,"Ils conservèrent néanmoins quelques mots à eux, ainsi que leurs propres appellations pour les mois et les jours et un grand fonds de noms personnels du passé.","Il conserver néanmoins quelque mot à lui, ainsi que leur propre appellation pour le mois et le jour et un grand fonds de nom personnel de passé."
92,Le Seigneur des Anneaux,,,6,6,8,"C'est vers cette époque que, chez les Hobbits, la légende commence à devenir de l'histoire avec une datation des années.","CEêtre vers ce époque que, chez le Hobbit, le légende commencer à devenir de lehistoire avec un datation de année."
93,Le Seigneur des Anneaux,,,6,6,8,"Car ce fut en l'an mille six cent un du Tiers Age que les frères Pâles Marchon et Blancon partirent de Bree, et après avoir obtenu la permission du grand roi de Fornost ( Selon les archives de Gondor, il s'agissait d'Argeleb II, vingtième de la dynastie du Nord, qui devait s'éteindre trois cents ans plus tard avec Arvedui.), ils franchirent la rivière brune Baranduin avec une grande suite de Hobbits.","Car ce être en lean mille six cent un de Tiers Age que le frère Pâle Marchon et Blancon partir de Bree, et après avoir obtenir le permission de grand roi de Fornost ( Selon le archive de Gondor, il seagir deArgeleb II, vingtième de le dynastie de Nord, qui devoir seéteindre trois cent an plus tard avec Arvedui.), il franchir le rivière brune Baranduin avec un grand suite de Hobbit."
94,Le Seigneur des Anneaux,,,6,6,8,"Ils passèrent par le pont des Arbalètes qui avait été construit du temps de la puissance du Royaume du Nord et prirent tout le territoire au-delà pour y résider, entre la rivière et les Monts Reculés.","Il passer par le pont de Arbalètes qui avoir être construire de temps de le puissance de Royaume de Nord et prendre tout le territoire au-delà pour y résider, entrer le rivière et le Mont Reculés."
95,Le Seigneur des Anneaux,,,6,6,8,"Ils eurent pour seules obligations de maintenir en bon état le Grand Pont ainsi que tous les autres ponts et les routes, de faciliter le voyage des messagers du roi et de reconnaître sa suzeraineté.","Il avoir pour seul obligation de maintenir en bon état le Grand Pont ainsi que tout le autre pont et le route, de faciliter le voyage de messager de roi et de reconnaître son suzeraineté."
96,Le Seigneur des Anneaux,,,6,6,8,"Ainsi débuta la datation de la Comté, car l'année du passage du Brandevin (c'est ainsi que les Hobbits modifièrent le nom) devint l'An Un de la Comté, et toutes les dates suivantes furent calculées en conséquence (Ainsi pourra t'on déterminer les années du Tiers Age selon les Elfes et les Dunedains en ajoutant 1600 à la datation de la Comté)","Ainsi débuter le datation de le Comté, car leannée de passage de Brandevin (ceêtre ainsi que le Hobbit modifier le nom) devenir leAn Un de le Comté, et tout le date suivant être calculer en conséquence (Ainsi pouvoir teon déterminer le année de Tiers Age selon le Elfe et le Dunedain en ajouter 1600 à le datation de le Comté)"
97,Le Seigneur des Anneaux,,,6,6,8,"Les Hobbits occidentaux tombèrent aussitôt amoureux de leur nouveau territoire, Ils y demeurèrent et ne tardèrent pas à sortir derechef de l'histoire des Hommes et des Elfes.","Le Hobbit occidental tomber aussitôt amoureux de son nouveau territoire, Il y demeurer et ne tarder pas à sortir derechef de lehistoire de Homme et de Elfe."
98,Le Seigneur des Anneaux,,,6,6,8,"Tant qu'il y eut un roi, ils furent nominalement ses sujets,","Tant queil y avoir un roi, il être nominalement son sujet,"
99,Le Seigneur des Anneaux,,,6,6,8,"mais ils étaient gouvernés en fait par leurs propres chefs, et ils ne se mêlaient en aucune façon des événements du monde extérieur.","mais il être gouverner en fait par leur propre chef, et il ne se mêler en aucun façon de événement de monde extérieur."
100,Le Seigneur des Anneaux,,,6,6,8,"Lors de la dernière bataille à Fornost avec le seigneur-magicien d'Angmar, ils envoyèrent des archers au secours du roi ou tout au moins est ce ce qu'ils soutenaient, encore qu'on n'en retrouve aucune trace dans les annales des Hommes.","Lors de le dernier bataille à Fornost avec le seigneur-magicien deAngmar, il envoyer un archer au secours de roi ou tout au moins être ce ce queil soutenir, encore queon neen retrouver aucun trace dans le annale de Homme."
101,Le Seigneur des Anneaux,,,6,6,8,"Mais, dans cette guerre, le Royaume du Nord prit fin, Les Hobbits gardèrent alors le pays pour leur propre compte, et ils choisirent parmi leurs chefs un Thain pour détenir l'autorité du roi disparu.","Mais, dans ce guerre, le Royaume de Nord prendre fin, Le Hobbit garder alors le pays pour son propre compte, et il choisir parmi leur chef un Thain pour détenir leautorité de roi disparaître."
102,Le Seigneur des Anneaux,,,6,6,8,"Là, durant mille ans, ils furent peu troublés par les guerres, ils prospérèrent et se multiplièrent après la Peste Noire (D.C. 37) jusqu'au désastre du long hiver et à la famine qui s'ensuivit.","Là, durer mille an, il être peu troubler par le guerre, il prospérer et se multiplier après le Peste Noire (D.C. 37) jusqueau désastre de long hiver et à le famine qui seensuivre."
103,Le Seigneur des Anneaux,,,6,6,8,"Des milliers de gens périrent alors, mais les Jours de Disette (1158-1160) étaient depuis longtemps passés à l'époque de ce récit, et les Hobbits étaient de nouveau accoutumés à l'abondance.","Un millier de gens périr alors, mais le Jour de Disette (1158-1160) être depuis longtemps passer à leépoque de ce récit, et le Hobbit être de nouveau accoutumer à leabondance."
104,Le Seigneur des Anneaux,,,6,6,8,"La terre était riche et favorable, en dépit d'un long abandon avant leur arrivée, elle avait été auparavant bien cultivée, et le roi y avait eu de nombreuses fermes, des terres à blé, des vignes et des bois.","Le terre être riche et favorable, en dépit deun long abandon avant son arrivée, lui avoir être auparavant bien cultivé, et le roi y avoir avoir de nombreux ferme, un terre à blé, un vigne et de bois."
105,Le Seigneur des Anneaux,,,6,6,8,Le pays s'étendait sur quarante lieues des Hauts Reculés au Pont du Brandevin et sur cinquante des landes du nord aux marais du sud.,Le pays seétendre sur quarante lieue de Haut Reculé au Pont de Brandevin et sur cinquante de lande de nord à marais de sud.
106,Le Seigneur des Anneaux,,,6,6,8,"Les Hobbits le nommèrent la Comté, comme région placée sous l'autorité de leur Thain et district d'affaires bien ordonnées, Là, dans cet agréable coin du monde, ils menèrent l'affaire bien ordonnée de leur vie, et ils s'occupèrent de moins en moins du monde extérieur où évoluait de sombres choses, au point qu'ils en vinrent à penser que la paix et l'abondance étaient de règle dans la Terre du Milieu et de droit pour tous les gens sensés.","Le Hobbit le nommer le Comté, comme région placer sou leautorité de son Thain et district deaffaire bien ordonner, Là, dans ce agréable coin de monde, il mener leaffaire bien ordonner de son vie, et il seoccuper de moins en moins de monde extérieur où évoluer de sombre chose, au point queil en venir à penser que le paix et leabondance être de règle dans le Terre de Milieu et de droit pour tout le gens sensé."
107,Le Seigneur des Anneaux,,,6,6,8,Ils oublièrent ou négligèrent le peu qu'ils n'avaient jamais su des Gardiens et des peines de ceux qui avaient rendu possible la longue paix de la Comté.,Il oublier ou négliger le peu queil neavoir jamais savoir un Gardien et un peine de celui qui avoir rendre possible le long paix de le Comté.
108,Le Seigneur des Anneaux,,,6,6,8,"S'ils étaient en fait à l'abri, ils en avaient perdu le souvenir.","SEil être en fait à leabri, il en avoir perdre le souvenir."
109,Le Seigneur des Anneaux,,,6,6,8,Jamais les Hobbits d'aucune sorte n'avaient été belliqueux et ils ne s'étaient jamais battus entre eux.,Jamais le Hobbit deaucun sorte neavoir être belliqueux et il ne seêtre jamais battre entrer lui.
110,Le Seigneur des Anneaux,,,6,6,8,"Dans les temps anciens, ils avaient souvent été obligés, bien sûr, de se battre pour se maintenir dans un monde dur, mais à l'époque de Bilbon, c'était de l'histoire très ancienne.","Dans le temps ancien, il avoir souvent être obliger, bien sûr, de se battre pour se maintenir dans un monde dur, mais à leépoque de Bilbon, ceêtre de lehistoire très ancien."
111,Le Seigneur des Anneaux,,,6,6,8,"La dernière bataille avant le début de ce récit, et en fait la seule qui n'eût jamais été livrée à l'intérieur de la Comté, datait d'un temps immémorial: C'était la Bataille des Champs Verts (D.C. 1147), dans laquelle Bandobras Touque défit une invasion d'Orques.","Le dernier bataille avant le début de ce récit, et en faire le seul qui neavoir jamais être livrer à leintérieur de le Comté, dater deun temps immémorial: CEêtre le Bataille de Champ Verts (D.C. 1147), dans lequel Bandobrer Touque défaire un invasion deOrque."
112,Le Seigneur des Anneaux,,,6,6,8,"Même le climat s'était fait plus doux, et les loups qui autrefois, pendant les hivers rigoureux, descendaient du nord en quête de leur proie n'étaient plus qu'un conte de bonne femme.","Même le climat seêtre faire plus doux, et le loup qui autrefois, pendant le hiver rigoureux, descendre de nord en quête de son proie neêtre plus queun conte de bon femme."
113,Le Seigneur des Anneaux,,,6,6,8,"Bien qu'il y eût, Aussi encore une certaine quantité d'armes dans la Comté, ne servaient-elles surtout","Bien queil y avoir, Aussi encore un certain quantité dearme dans le Comté, ne servir-lui surtout"
114,Le Seigneur des Anneaux,,,6,6,8,"que comme trophées, suspendues au-dessus des cheminées et sur les murs ou rassemblées au musée de Grand'Cave","que comme trophée, suspendre au-dessus de cheminée et sur le mur ou rassembler au musée de Grand'Cave"
115,Le Seigneur des Anneaux,,,6,6,8,.,.
116,Le Seigneur des Anneaux,,,6,6,8,"On appelait celui ci la Maison des Mathoms, car tout ce pour quoi les Hobbits n'avaient pas d'usage immédiat, mais qu'ils ne voulaient pas jeter, ils le nommaient un mathom.","On appeler celui ci le Maison de Mathom, car tout ce pour quoi le Hobbit neavoir pas deusage immédiat, mais queil ne vouloir pas jeter, il le nommer un mathom."
117,Le Seigneur des Anneaux,,,6,6,8,"Leurs demeures avaient tendance à être un peu encombrées de mathoms, et maints cadeaux qui passaient de main en main étaient de cette sorte.","Leur demeure avoir tendance à être un peu encombrer de mathom, et maint cadeau qui passer de main en main être de ce sorte."
118,Le Seigneur des Anneaux,,,6,6,8,Le bien-être et la paix avaient néanmoins laissé à ce peuple une étrange endurance.,Le bien-être et le paix avoir néanmoins laisser à ce peuple un étrange endurance.
119,Le Seigneur des Anneaux,,,6,6,8,"Ils étaient, si les choses en venaient là, difficiles à battre ou à tuer, et peut-être la raison pour laquelle ils aimaient si insatiablement les bonnes choses était-elle qu'ils pouvaient s'en passer en cas de nécessité, ils étaient capables aussi de survivre aux plus durs assauts du chagrin, de l'ennemi ou du temps au point d'étonner qui, ne les connaissant pas bien, ne regardait pas plus loin que leur panse et leur figure bien nourrie.","Il être, si le chose en venir là, difficile à battre ou à tuer, et peut-être le raison pour lequel il aimer si insatiablement le bon chose êtrelui queil pouvoir seen passer en cas de nécessité, il être capable aussi de survivre à plus dur assaut de chagrin, de leennemi ou de temps au point deétonner qui, ne le connaître pas bien, ne regarder pas plus loin que son panse et son figure bien nourrir."
120,Le Seigneur des Anneaux,,,6,6,8,"Quoique lents à la querelle et ne tuant aucun être vivant pour le plaisir de la chasse, ils étaient vaillants Le seigneur des anneaux Page 7 sur 7 PREMIERE","Quoiqu lent à le querelle et ne tuer aucun être vivre pour le plaisir de le chasse, il être vaillant Le seigneur de anneau Page 7 sur 7 PREMIERE"
121,Le Seigneur des Anneaux,,,6,6,8,PARTIE,PARTIE
122,Le Seigneur des Anneaux,,,6,6,8,Livre I,Livre I
123,Le Seigneur des Anneaux,,,6,6,8,"La communauté de l'anneau quand ils étaient acculés et, au besoin, ils savaient encore manier les armes.","Le communauté de leanneau quand il être acculer et, au besoin, il savoir encore manier le arme."
124,Le Seigneur des Anneaux,,,6,6,8,"Ils tiraient bien à l'arc, car ils avaient l'œil perçant et ils frappaient juste.","Il tirer bien à learc, car il avoir leœil percer et il frapper juste."
125,Le Seigneur des Anneaux,,,6,6,8,Et pas seulement avec l'arc et les flèches.,Et pas seulement avec learc et le flèche.
126,Le Seigneur des Anneaux,,,6,6,8,"Quand un Hobbit se baissait pour ramasser une pierre, il était bon de se mettre vivement à couvert, comme le savaient bien tous les animaux intrus.","Quand un Hobbit se baisser pour ramasser un pierre, il être bon de se mettre vivement à couvert, comme le savoir bien tout le animal intrus."
127,Le Seigneur des Anneaux,,,6,6,8,"Les Hobbits avaient tous vécus à l'origine dans des trous creusés dans le sol ou tout au moins le croyaient-ils, et c'est dans de telles demeures qu'ils se sentaient le plus à l'aise, mais avec le temps ils avaient dû adopter d'autres formes d'habitations.","Le Hobbit avoir tout vivre à leorigine dans un trou creuser dans le sol ou tout au moins le croireil, et ceêtre dans de tel demeure queil se sentir le plus à leaise, mais avec le temps il avoir devoir adopter deautre forme dehabitation."
128,Le Seigneur des Anneaux,,,6,6,8,"De fait, dans la Comté au temps de Bilbon, seuls en général les plus riches et les plus pauvres maintenaient l'ancienne coutume.","De fait, dans le Comté au temps de Bilbon, seul en général le plus riche et le plus pauvre maintenir leancien coutume."
129,Le Seigneur des Anneaux,,,6,6,8,"Les plus pauvres continuaient à vivre dans des terriers de l'espèce la plus primitive, de simples trous en vérité à une seule fenêtre ou sans fenêtre du tout, tandis que les gens cossus construisaient des versions plus luxueuses des simples excavations d'autrefois.","Le plus pauvre continuer à vivre dans un terrier de leespèce le plus primitif, de simple trou en vérité à un seul fenêtre ou sans fenêtre de tout, tandis que le gens cossu construire un version plus luxueux de simple excavation deautrefois."
130,Le Seigneur des Anneaux,,,6,6,8,"Mais les sites convenables à ces vastes tunnels ramifiés (ou smials, comme on les appelait) ne se trouvaient pas n'importe où, et dans les terrains plats et les régions basses, les Hobbits, à mesure qu'ils se multipliaient, commencèrent à construire en surface.","Mais le site convenable à ce vaste tunnel ramifier (ou smial, comme on le appeler) ne se trouver pas neimporter où, et dans le terrain plat et le région bas, le Hobbit, à mesure queil se multiplier, commencer à construire en surface."
131,Le Seigneur des Anneaux,,,6,6,8,"En fait, même dans les régions accidentées et dans les villages les plus anciens, tels que Hobittebourg ou Bourg de Touque, ou dans la commune principale de la Comté, Grand'Cave sur les Blancs-Hauts, il y avait à présent nombre de maisons de bois, de brique ou de pierre.","En fait, même dans le région accidentée et dans le village le plus ancien, tel que Hobittebourg ou Bourg de Touque, ou dans le commune principal de le Comté, Grand'Cave sur le Blanc-Hauts, il y avoir à présent nombre de maison de bois, de brique ou de pierre."
