Id unique,aliases,phrase,sentence_id,book,mots_cibles,alias_trouves_dans_phrase
402,Hayara,"Puis il annonça que sa sœur, Maizella, prononcerait les vœux du mariage dès la fin de la période de deuil traditionnelle, que Dame Hayara resterait au Fort jusqu’à ce qu’il trouve lui-même une épouse.",56261,7.0,deuil,hayara
415,Idarolan Iddie | Idarolan | Iddie,"Malgré des propositions de récompenses substantielles, Maître Idarolan, qui avait succédé à Maître Gostol dans la charge de Maître Pêcheur de Pern, refusa à Fax de remplacer les bateaux, si mystérieusement disparus dans les villages de pêcheurs des Hautes Terres.",60791,7.0,disparu,idarolan
428,Jacob Chernoff | Chernoff | Jacob,"Shih Lao, qui avait conféré l’Empreinte au bronze Firth, arborait en permanence un sourire radieux sur son visage autrefois pensif, Tarrie Chernoff avait cessé de s’excuser pour la moindre peccadille, et le bégaiement d’Otto Hegelman avait complètement disparu.",7794,1.0,disparaitre,chernoff
428,Jacob Chernoff | Chernoff | Jacob,"Puis, sous les yeux stupéfaits et incrédules de Peter Chernoff, ils disparurent.",10604,1.0,disparaitre,chernoff
429,Jake Chernoff | Chernoff | Jake,"Shih Lao, qui avait conféré l’Empreinte au bronze Firth, arborait en permanence un sourire radieux sur son visage autrefois pensif, Tarrie Chernoff avait cessé de s’excuser pour la moindre peccadille, et le bégaiement d’Otto Hegelman avait complètement disparu.",7794,1.0,disparaitre,chernoff
429,Jake Chernoff | Chernoff | Jake,"Puis, sous les yeux stupéfaits et incrédules de Peter Chernoff, ils disparurent.",10604,1.0,disparaitre,chernoff
433,Jancis,"— Je t’envie Farli, dit Jancis quand la petite reine eut disparu pour accomplir sa mission.",48769,6.0,disparaitre,jancis
433,Jancis,"— Et d’autant plus qu’elle meurt d’envie elle-même de suivre les leçons des guérisseurs, dit Jancis.",110867,14.0,mourir,jancis
437,Jaxom,"— Eh bien, à Ruatha, dit Jaxom en prenant une profonde inspiration pour empêcher sa voix de trembler, quand je disparais, on me fait chercher partout.",72275,9.0,disparaitre,jaxom
437,Jaxom,"Jaxom vit Lytol fermer les siens, il vit la réalité de la perte terrible de Lytol gravée sur son visage, aussi torturé aujourd’hui qu’au jour où son Larth était mort de ses brûlures de phosphine.",78134,9.0,mourir,jaxom
437,Jaxom,"Je ne veux pas tuer pour eux, dit Ruth avec tant de véhémence que Jaxom se demanda s’il n’allait pas cracher le feu sur ses petits amis.",99251,13.0,tuer,jaxom
437,Jaxom,"Ils disparurent dans l’Interstice, mais Jaxom vit qu’ils n’étaient pas marqués.",99349,13.0,disparaitre,jaxom
437,Jaxom,"Il ne fallait pas s’immiscer sans nécessité dans le deuil de D’ram, et si Jaxom parvenait à passer inaperçu, ce serait encore mieux.",100586,13.0,deuil,jaxom
437,Jaxom,"La deuxième fois, Jaxom et Ruth étaient au sol quand les cris surexcités d’une verte tuant sa proie avant le vol nuptial avaient stupéfié tout le Weyr.",101422,13.0,tuer,jaxom
437,Jaxom,"Dès que le groupe eut disparu dans le petit édifice, Jaxom s’approcha de Ruth.",107252,13.0,disparaitre,jaxom
437,Jaxom,"Il est grièvement blessé, dit Ruth à Jaxom, comme le bleu disparaissait de nouveau, sans doute pour rejoindre le Weyr et les soigneurs qui enduiraient son aile de baume calmant.",113781,14.0,disparaitre,jaxom
437,Jaxom,"disparu, Jaxom se frotta vivement les mains.",113996,14.0,disparaitre,jaxom
437,Jaxom,"Quand les verts, chargés d’hommes et de matériel, eurent disparu, Jaxom apprécia le silence soudain de la passerelle.",114943,14.0,disparaitre,jaxom
437,Jaxom,Jaxom et Ruth prirent congé de tous et disparurent.,114985,14.0,disparaitre,jaxom
437,Jaxom,— Quelqu’un cherche à assassiner Jaxom.,115765,14.0,assassiner,jaxom
437,Jaxom,"On dit que le Seigneur Jaxom et son dragon blanc ont tué G’lanar et Lamoth, délibérément.",117287,14.0,tuer,jaxom
437,Jaxom,"Et Jaxom vit des vides s’ouvrir autour de lui, aux endroits où les dragons avaient disparu dans l’Interstice.",118012,14.0,disparaitre,jaxom
437,Jaxom,"Faisant signe à ses amis de l’accompagner, Jaxom s’avança dans la foule qui s’écarta devant lui et s’arrêta devant les portes abattues sur le sol, les conversations mourant peu à peu maintenant que quelqu’un prenait le commandement des opérations.",128437,15.0,mourir,jaxom
437,Jaxom,Dorse avait disparu avant qu’un dernier scandale n’ait contraint Jaxom à le chasser.,128744,15.0,disparaitre,jaxom
438,Jaxom Jax | Jaxom | Jax,"— Eh bien, à Ruatha, dit Jaxom en prenant une profonde inspiration pour empêcher sa voix de trembler, quand je disparais, on me fait chercher partout.",72275,9.0,disparaitre,jaxom
438,Jaxom Jax | Jaxom | Jax,"Jaxom vit Lytol fermer les siens, il vit la réalité de la perte terrible de Lytol gravée sur son visage, aussi torturé aujourd’hui qu’au jour où son Larth était mort de ses brûlures de phosphine.",78134,9.0,mourir,jaxom
438,Jaxom Jax | Jaxom | Jax,"Je ne veux pas tuer pour eux, dit Ruth avec tant de véhémence que Jaxom se demanda s’il n’allait pas cracher le feu sur ses petits amis.",99251,13.0,tuer,jaxom
438,Jaxom Jax | Jaxom | Jax,"Ils disparurent dans l’Interstice, mais Jaxom vit qu’ils n’étaient pas marqués.",99349,13.0,disparaitre,jaxom
438,Jaxom Jax | Jaxom | Jax,"Il ne fallait pas s’immiscer sans nécessité dans le deuil de D’ram, et si Jaxom parvenait à passer inaperçu, ce serait encore mieux.",100586,13.0,deuil,jaxom
438,Jaxom Jax | Jaxom | Jax,"La deuxième fois, Jaxom et Ruth étaient au sol quand les cris surexcités d’une verte tuant sa proie avant le vol nuptial avaient stupéfié tout le Weyr.",101422,13.0,tuer,jaxom
438,Jaxom Jax | Jaxom | Jax,"Dès que le groupe eut disparu dans le petit édifice, Jaxom s’approcha de Ruth.",107252,13.0,disparaitre,jaxom
438,Jaxom Jax | Jaxom | Jax,"Il est grièvement blessé, dit Ruth à Jaxom, comme le bleu disparaissait de nouveau, sans doute pour rejoindre le Weyr et les soigneurs qui enduiraient son aile de baume calmant.",113781,14.0,disparaitre,jaxom
438,Jaxom Jax | Jaxom | Jax,"disparu, Jaxom se frotta vivement les mains.",113996,14.0,disparaitre,jaxom
438,Jaxom Jax | Jaxom | Jax,"Quand les verts, chargés d’hommes et de matériel, eurent disparu, Jaxom apprécia le silence soudain de la passerelle.",114943,14.0,disparaitre,jaxom
438,Jaxom Jax | Jaxom | Jax,Jaxom et Ruth prirent congé de tous et disparurent.,114985,14.0,disparaitre,jaxom
438,Jaxom Jax | Jaxom | Jax,— Quelqu’un cherche à assassiner Jaxom.,115765,14.0,assassiner,jaxom
438,Jaxom Jax | Jaxom | Jax,"On dit que le Seigneur Jaxom et son dragon blanc ont tué G’lanar et Lamoth, délibérément.",117287,14.0,tuer,jaxom
438,Jaxom Jax | Jaxom | Jax,"Et Jaxom vit des vides s’ouvrir autour de lui, aux endroits où les dragons avaient disparu dans l’Interstice.",118012,14.0,disparaitre,jaxom
438,Jaxom Jax | Jaxom | Jax,"Faisant signe à ses amis de l’accompagner, Jaxom s’avança dans la foule qui s’écarta devant lui et s’arrêta devant les portes abattues sur le sol, les conversations mourant peu à peu maintenant que quelqu’un prenait le commandement des opérations.",128437,15.0,mourir,jaxom
438,Jaxom Jax | Jaxom | Jax,Dorse avait disparu avant qu’un dernier scandale n’ait contraint Jaxom à le chasser.,128744,15.0,disparaitre,jaxom
439,Jayge Lilcamp | Lilcamp | Jayge,"Gaddie, allons poser la question au Seigneur Jayge, fit T’lion, et son dragon s’exécuta, disparaissant dans l’Interstice, avant, espérait-il, qu’on ne l’ait vu de la plage.",14126,2.0,disparaitre,jayge
439,Jayge Lilcamp | Lilcamp | Jayge,"La vaillante petite jument se mit à nager, et Jayge se laissa glisser dans le bassin, frissonnant car l’eau était froide, et disparaissant car elle était profonde.",41012,6.0,disparaitre,jayge
439,Jayge Lilcamp | Lilcamp | Jayge,"Jayge battit des paupières, il n’y avait plus sous ses yeux qu’une aire dénudée, et quelque chose de répugnant qui pulsait, roulait – et, à chaque battement de paupières, de l’humus disparaissait et des arbres tombaient.",41082,6.0,disparaitre,jayge
439,Jayge Lilcamp | Lilcamp | Jayge,"Jayge regarda, incrédule, car le dragon était dans le ciel, et l’instant suivant, il avait disparu.",41224,6.0,disparaitre,jayge
439,Jayge Lilcamp | Lilcamp | Jayge,"Mais elle mourut avant l’été, pendant que tous les hommes valides, Jayge compris, étaient dehors avec les équipes au sol.",41280,6.0,mourir,jayge
439,Jayge Lilcamp | Lilcamp | Jayge,Les fourrés se refermèrent sur le blessé et Jayge continua à contempler l’endroit où il avait disparu.,44067,6.0,disparaitre,jayge
439,Jayge Lilcamp | Lilcamp | Jayge,"— Si Dushik te voyait, il te tuerait sans réfléchir, Jayge.",45613,6.0,tuer,jayge
439,Jayge Lilcamp | Lilcamp | Jayge,"Jayge avait l’habitude de veiller la nuit, mais il aurait voulu qu’un chevalier-dragon se pose assez près pour qu’il puisse l’appeler au besoin, ou qu’il ose allumer un feu sans être certain que Thella était morte.",45775,6.0,mourir,jayge
439,Jayge Lilcamp | Lilcamp | Jayge,"demanda Jayge, radieux, toute trace de patiente résignation disparue.",47555,6.0,disparaitre,jayge
439,Jayge Lilcamp | Lilcamp | Jayge,"Jayge se rapprocha, balançant un javelot dans sa main, et visa un brigand corpulent, mais il n’était pas assez proche pour le lancer avec quelque chance de tuer.",49284,6.0,tuer,jayge
461,Jora,"Robinton ne sut jamais à quel moment le Seigneur Maidir et S’loner avaient quitté la table, car la nuit était tombée, et, bien qu’il y eût de nombreux paniers de brandons autour du Bassin, il y avait tant de gens qui allaient et venaient – pour aller chercher du vin ou satisfaire un besoin naturel –, et il avait tant de choses à surveiller en sa qualité de Harpiste, qu’il ne remarqua leur absence que lorsque Dame Hayara se leva, fuyant une Jora ivre morte qui s’était effondrée sur la table.",55842,7.0,mourir,jora
461,Jora,Jora est morte.,60946,7.0,mourir,jora
461,Jora,Repensant à la façon dont Jora se gorgeait de nourriture à la dernière Éclosion – qui remontait maintenant à des Révolutions – Robinton avait cru sans mal qu’elle était morte d’indigestion.,60948,7.0,mourir,jora
461,Jora,"— J’avais entendu dire que Jora était morte, répliqua Fax, renonçant à la troisième personne, comme si F’lar avait passé une sorte d’épreuve en n’y prêtant pas attention.",61858,8.0,mourir,jora
461,Jora,"Jora, la Dame du Weyr défunte que personne ne regrettait, avait été obèse, stupide et incompétente.",64017,8.0,defunt,jora
471,K’lon,"Si K’lon avait souffert de la maladie diagnostiquée par Maître Capiam, pourquoi avait-il guéri alors que tout le monde en mourait dans le Sud-Est de Pern ?",29803,4.0,mourir,k’lon
471,K’lon,"Même si les gens des Forts mouraient, K’lon, le chevalier-dragon, avait survécu.",29847,4.0,mourir,k’lon
471,K’lon,"Il doit bien y avoir un autre chevalier capable de faire les courses de K’lon à sa place, ou il va se tuer de fatigue.",32458,4.0,tuer,k’lon
471,K’lon,"K’lon arrivait à peine à comprendre la déclaration de son dragon, et essayait d’en nier le corollaire, alors même qu’il en voyait les effets sur la reine endeuillée.",37164,4.0,endeuiller,k’lon
471,K’lon,"K’lon fut si atterré à l’idée de voir mourir Leri sous ses yeux qu’il la saisit par les épaules et la secoua violemment, ce qui permit à l’air d’entrer dans ses poumons.",37179,4.0,mourir,k’lon
471,K’lon,"— Elle voulait mourir, balbutia K’lon, levant les mains en un geste d’excuse.",37215,4.0,mourir,k’lon
473,K’net,"K’net, conduisant une double escadrille, s’approcha du rebord du Bassin, puis ils disparurent tous en bon ordre, en route vers l’armée en marche, près de laquelle ils devaient réapparaître.",65313,8.0,disparaitre,k’net
475,K’vin Kev | K’vin | Kev,"Avant qu’elles ne disparaissent, K’vin saisit quelques éclairs de peaux bleues, brunes, et même vertes luisant au soleil.",26771,3.0,disparaitre,k’vin
475,K’vin Kev | K’vin | Kev,"— Elle mourait d’envie de nous prendre toutes sous son aile, chuchota Zulaya à K’vin quand la Dame du Weyr de Fort tourna la tête vers son compagnon qui faisait nerveusement les cent pas.",26896,3.0,mourir,k’vin
475,K’vin Kev | K’vin | Kev,"K’vin tira sur les nœuds des sacs vides et vit Tracath plonger sous le ventre de Charanth, Z’gal attrapant adroitement les sacs vides et disparaissant instantanément dans l’Interstice.",27020,3.0,disparaitre,k’vin
477,Kale,"C’est que ces hommes n’auraient aucun scrupule à tuer Dowell, et alors, qui la protégerait maintenant que son parent, le Seigneur Kale, était mort ?",40326,6.0,tuer,kale
487,Kasia,"— Kasia me disait quoi faire, protesta-t-il entre deux cuillerées d’épaisse soupe de poisson, agrémentée de légumes qui ne lui avaient jamais paru si bons, et de grosses bouchées du pain cuit la veille quand des équipes de sauveteurs avaient été constituées pour localiser le sloop disparu.",58113,7.0,disparaitre,kasia
487,Kasia,"Elle avait le bon sens de ne jamais parler de la tristesse qui persistait dans ses yeux, mais il savait que le souvenir de Kasia ne s’était pas estompé depuis dix Révolutions qu’elle était morte.",59268,7.0,mourir,kasia
492,Kenjo Fusaiyuki | Fusaiyuki | Kenjo,"Alarmé, Kenjo se retourna, juste à temps pour voir l’amiral et le gouverneur disparaître par le sas de secours.",966,1.0,disparaitre,kenjo
492,Kenjo Fusaiyuki | Fusaiyuki | Kenjo,Ongola et Kenjo disparurent derrière un tas de pièces mécaniques de rebut à un bout du terrain.,6009,1.0,disparaitre,kenjo
492,Kenjo Fusaiyuki | Fusaiyuki | Kenjo,— Comment Kenjo a-t-il été tué ?,6030,1.0,tuer,kenjo
492,Kenjo Fusaiyuki | Fusaiyuki | Kenjo,Avril dit qu’elle a tué Ongola et Kenjo.,6439,1.0,tuer,kenjo
492,Kenjo Fusaiyuki | Fusaiyuki | Kenjo,Ou qu’Ongola a tué Kenjo pour les empêcher de s’emparer du Mariposa ?,6654,1.0,tuer,kenjo
492,Kenjo Fusaiyuki | Fusaiyuki | Kenjo,"Aucun doute que le défunt Kenjo n’ait utilisé une unité similaire pour visionner les vues que le télescope leur transmettrait encore, espérait-elle ardemment.",127919,15.0,defunt,kenjo
496,Ketrin,— Mais… les Fils tuent… Ketrin se montait de plus en plus la tête à l’idée de leur retour dans les cieux de Pern.,40607,6.0,tuer,ketrin
502,Kit Ping Kitti | Ping Kitti | Kit Kitti | Kit Ping | Kitti | Ping | Kit,"— Et voir comment il meurt, ajouta Kitti.",4347,1.0,mourir,kitti
513,Kylara,"Aucun besoin de s’approprier Kylara, la sœur de Larad, qui attendait avec impatience une alliance bien différente avec Brand d’Igen, et qui, le lendemain, avait disparu après cette Quête ridicule.",65330,8.0,disparaitre,kylara
513,Kylara,"Ainsi, il avait quelqu’un d’autre dans son lit, pensa Kylara, déjà à demi décidée à reprendre son trésor et à disparaître.",73009,9.0,disparaitre,kylara
513,Kylara,"Canth essaya désespérément de sauver Wirenth, mais les deux reines, mortellement blessées, disparurent dans l’Interstice, laissant Kylara idiote et Brekke au bord de la folie.",96750,13.0,disparaitre,kylara
516,L’mal,L’mal (décédé) : ancien Chef du Weyr de Fort ;,50304,6.0,deceder,l’mal
520,L’tol Lytol Lytonal | Lytol Lytonal | L’tol Lytonal | L’tol Lytol | Lytonal | Lytol | L’tol,"— Dans ce cas on s’apercevra que vous avez disparu dès que Lytol voudra partir, non ?",72276,9.0,disparaitre,lytol
520,L’tol Lytol Lytonal | Lytol Lytonal | L’tol Lytonal | L’tol Lytol | Lytonal | Lytol | L’tol,"Jaxom vit Lytol fermer les siens, il vit la réalité de la perte terrible de Lytol gravée sur son visage, aussi torturé aujourd’hui qu’au jour où son Larth était mort de ses brûlures de phosphine.",78134,9.0,mourir,lytol
520,L’tol Lytol Lytonal | Lytol Lytonal | L’tol Lytonal | L’tol Lytol | Lytonal | Lytol | L’tol,"Non, en toute justice, pour gouverner Ruatha, il lui faudrait attendre que Lytol, qui jouissait d’une très bonne santé, meure de mort naturelle.",97743,13.0,mourir,lytol
520,L’tol Lytol Lytonal | Lytol Lytonal | L’tol Lytonal | L’tol Lytol | Lytonal | Lytol | L’tol,"— En ma présence, Oterel a rétracté cette déclaration deux septaines avant de mourir, annonça-t-il quand Lytol lui eut donné la parole d’un signe de tête.",113140,14.0,mourir,lytol
530,Larad,"Ou, peut-être, ainsi que le suggérait la mère de Larad, le Seigneur Tarathel avait-il accordé un traitement spécial à cette fille parce que sa mère était morte en la mettant au monde.",40710,6.0,mourir,larad
530,Larad,", Larad découvrit que plusieurs sacs de marks avaient disparu du coffrefort de son bureau.",40744,6.0,disparaitre,larad
530,Larad,"Ils pépièrent joyeusement, puis Larad entrouvrit la fenêtre de son bureau, étroite fente par laquelle ils se glissèrent de biais et disparurent.",44506,6.0,disparaitre,larad
530,Larad,"Aucun besoin de s’approprier Kylara, la sœur de Larad, qui attendait avec impatience une alliance bien différente avec Brand d’Igen, et qui, le lendemain, avait disparu après cette Quête ridicule.",65330,8.0,disparaitre,larad
530,Larad,"Sur ces simples paroles, Larad s’effaça et les Seigneurs de l’escorte hissèrent le cercueil sur leurs épaules et le transportèrent jusqu’à la petite grotte. Quand on le plaça à l’intérieur, tous les dragons relevèrent la tête pour lancer leur lamentation funèbre.",112310,14.0,funebre,larad
533,Larna Lama | Larna | Lama,Larna était morte deux jours après la naissance de Fallarnon.,58706,7.0,mourir,larna
544,Léo Léopol | Léopol | Léo,– mais Léopol passa ce détail sous silence – à persuader Sith et Ormonth que leurs maîtres ne mourraient pas,26246,3.0,mourir,leopol
545,Leri,"K’lon fut si atterré à l’idée de voir mourir Leri sous ses yeux qu’il la saisit par les épaules et la secoua violemment, ce qui permit à l’air d’entrer dans ses poumons.",37179,4.0,mourir,leri
547,Lessa,"Furieuse qu’on ait laissé croire à Benden qu’Aramina était morte, Lessa ne demandait quand même pas mieux que d’apprendre ce qu’elle avait dit au Harpiste.",48045,6.0,mourir,lessa
547,Lessa,"Dans Ruatha, pensa Lessa, l’herbe poussait où il ne fallait pas, et mourait où elle aurait dû prospérer.",61774,8.0,mourir,lessa
547,Lessa,Lessa qu’elle mourait de faim.,64387,8.0,mourir,lessa
547,Lessa,"Il s’écarta de Lessa, et rentra dans les rangs des gens du Weyr qui levaient les yeux vers le ciel et les dragons, petites taches scintillantes qui disparaissaient au loin.",64985,8.0,disparaitre,lessa
547,Lessa,"Pour Ramoth, Lessa visualisa soigneusement, non plus le souvenir d’enfance d’une Ruatha idyllique et depuis longtemps disparue, mais son souvenir plus récent du Fort, gris et maussade à l’aube, avec l’Étoile Rouge scintillant sur l’horizon.",66171,8.0,disparaitre,lessa
547,Lessa,"Tournée vers la Pierre de l’Étoile du Pic de Benden, Lessa regarda jusqu’à ce que les quatre escadrilles aient disparu.",67100,8.0,disparaitre,lessa
547,Lessa,"Lessa, retenant son souffle, regarda le dragon-bleu, essayant de nier l’inévitable alors que Tagath disparaissait en plein ciel.",67247,8.0,disparaitre,lessa
547,Lessa,Lessa se contenta de rire en disparaissant dans la chambre.,68531,8.0,disparaitre,lessa
547,Lessa,"Au cours de ces derniers mois, ce n’était pas la première fois que Robinton regrettait la hâte de F’lar de Benden à se démettre de son commandement après que Lessa fut remontée dans le temps interstitiel pour ramener jusqu’à son époque les cinq Weyrs disparus.",69490,9.0,disparu,lessa
547,Lessa,"les trois jours de torture entre la première Chute sur les Forts de Nerat et de Telgar, tandis que Lessa avait disparu !",71107,9.0,disparaitre,lessa
547,Lessa,Et les excuses de Lessa moururent dans sa bouche comme elle se retournait pour saisir un pot de baume.,71119,9.0,mourir,lessa
547,Lessa,"Elle donna un coup de torchon symbolique sur la surface ainsi débarrassée, fit signe à l’autre d’y poser le plateau, puis elles disparurent avant que Lessa, stupéfaite d’un service aussi bâclé, ait pu prononcer un mot.",73411,9.0,disparaitre,lessa
547,Lessa,Sa voix mourut comme Lessa l’entraînait dans le corridor.,77771,9.0,mourir,lessa
547,Lessa,"— Si, je l’ai fait, Lessa – et T’gellan regarda alors directement Menolly –, précisément au moment où Menolly a disparu de son fort.",83407,10.0,disparaitre,lessa
547,Lessa,"Deux lézards de feu surgirent dans la salle, glapirent en voyant Lessa et disparurent.",103377,13.0,disparaitre,lessa
547,Lessa,"On demanda à F’lar, Lessa et F’nor de venir d’urgence avant que les Sœurs de l’Aube ne disparaissent.",104822,13.0,disparaitre,lessa
547,Lessa,Vous savez que Lessa a failli mourir en remontant à quatre cents Révolutions dans le passé.,117649,14.0,mourir,lessa
547,Lessa,Lessa me tuerait si tu te perdais dans le temps !,124198,15.0,tuer,lessa
547,Lessa,"— Pars avant de mourir d’une bronchite et d’être frustré de ta retraite, dit Lessa avec sérieux.",126259,15.0,mourir,lessa
547,Lessa,"Lessa de Ruatha et du Weyr de Benden, qui n’avait pas pleuré même quand Fax avait assassiné toute sa famille, pleurait maintenant !",129715,15.0,assassiner,lessa
547,Lessa,"— Ils ont déplacé des félins qui allaient tuer Golanth, F’lessan, Tai et Zaranth, dit pensivement Lessa.",129767,15.0,tuer,lessa
569,Lucy Tubberman | Tubberman | Lucy,"Sorka, Hanrahan, Sean Connell et David Catarel qui, plongé dans l’eau jusqu’au cou, avait regardé, impuissant, sa compagne Lucy Tubberman disparaître sous l’horrible pluie, malgré les efforts frénétiques de leurs dragonets.",4242,1.0,disparaitre,lucy tubberman
569,Lucy Tubberman | Tubberman | Lucy,Des recherches antérieures avaient révélé qu’il avait disparu avec un traîneau aérien après que Ted Tubberman eut illégalement lancé une fusée vers la vieille Terre pour demander des secours.,120128,15.0,disparaitre,tubberman
575,M’leng,M’leng était-il donc si sûr que P’tero allait mourir ?,21995,3.0,mourir,m’leng
577,M’odon,"M’odon, le plus vieux de ses chevaliers, mourut paisiblement dans son sommeil.",59014,7.0,mourir,m’odon
583,M’shall,"Il fait mauvais temps à Bitra, et les gens meurent de froid parce qu’ils ne veulent pas franchir les frontières, annonça M’shall.",22808,3.0,mourir,m’shall
590,Maidir,"Robinton ne sut jamais à quel moment le Seigneur Maidir et S’loner avaient quitté la table, car la nuit était tombée, et, bien qu’il y eût de nombreux paniers de brandons autour du Bassin, il y avait tant de gens qui allaient et venaient – pour aller chercher du vin ou satisfaire un besoin naturel –, et il avait tant de choses à surveiller en sa qualité de Harpiste, qu’il ne remarqua leur absence que lorsque Dame Hayara se leva, fuyant une Jora ivre morte qui s’était effondrée sur la table.",55842,7.0,mourir,maidir
593,Maizella,"Il y eut non seulement des acrobates, mais un homme qui faisait disparaître les objets – et les faisait reparaître derrière l’oreille de Raid ou dans la manche de Maizella – ou qui sortait un minuscule canin de son manteau et un petit serpent de tunnel de son bonnet.",53069,7.0,disparaitre,maizella
593,Maizella,"Puis il annonça que sa sœur, Maizella, prononcerait les vœux du mariage dès la fin de la période de deuil traditionnelle, que Dame Hayara resterait au Fort jusqu’à ce qu’il trouve lui-même une épouse.",56261,7.0,deuil,maizella
596,Manora,"Les femmes de Manora s’étaient surpassées : elles avaient farci les volailles de pain et de fruits fermentés, ce qui avait fait disparaître le goût faisandé qu’avait souvent le wherry.",78433,9.0,disparaitre,manora
598,Mar Dook | Dook | Mar,"qu’ils tuent la chose, dit Mar Dook.",4405,1.0,tuer,mar dook
604,Marco Galliani | Galliani | Marco,— Marco et Duluth ont disparu exactement,9491,1.0,disparaitre,marco
604,Marco Galliani | Galliani | Marco,"— Je crois, commença-t-il, choisissant ses mots avec soin, que nous avons tous paniqué à voir Marco et Duluth mourir comme ça.",10136,1.0,mourir,marco
604,Marco Galliani | Galliani | Marco,Marco Galliani est mort à Kahrain avec son brun Duluth.,10236,1.0,mourir,marco galliani
605,Mardra,"— Plutôt mourir que d’avouer à Mardra, maîtresse de Loranth, qu’il y avait bien quelqu’un dans ce maudit sac !",42240,6.0,mourir,mardra
609,Mari,"— Oh, ton mari est mort de la maladie ?",39222,5.0,mourir,mari
613,Mary Tubberman | Tubberman | Mary,"Sorka, Hanrahan, Sean Connell et David Catarel qui, plongé dans l’eau jusqu’au cou, avait regardé, impuissant, sa compagne Lucy Tubberman disparaître sous l’horrible pluie, malgré les efforts frénétiques de leurs dragonets.",4242,1.0,disparaitre,tubberman
613,Mary Tubberman | Tubberman | Mary,Des recherches antérieures avaient révélé qu’il avait disparu avec un traîneau aérien après que Ted Tubberman eut illégalement lancé une fusée vers la vieille Terre pour demander des secours.,120128,15.0,disparaitre,tubberman
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"Tous les six repartirent vers le large, sautant et plongeant gracieusement, et Menolly et Alemi les suivirent des yeux jusqu’à ce qu’ils aient disparu.",13333,2.0,disparaitre,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"— Je ne connaissais presque rien de la vie des bandes, et je tenais de Menolly le peu que j’en savais, dit Sebell, alors j’ai conféré avec Alemi, qui m’a dit que tu avais disparu et pourquoi.",18631,2.0,disparaitre,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"Ils ne pouvaient pas honorer décemment le vieux harpiste de son chant funèbre, mais Menolly le pouvait.",80088,10.0,funebre,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"Menolly tint encore un peu compagnie au vieil oncle en buvant une tasse brûlante, puis le laissa bien installé, échangeant mélancoliquement avec la tante des souvenirs d’autres enterrements.",80232,10.0,enterrement,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,— Où pourraient-ils disparaître sinon ? avait voulu savoir Menolly.,80631,10.0,disparaitre,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"Ce soir-là, Menolly se contenta d’avaler son bol de soupe et de disparaître dans un coin sombre de l’immense cuisine afin de ne pas se faire remarquer une fois de plus, tout en se demandant pourquoi elle était à ce point incomprise et isolée.",81000,10.0,disparaitre,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"Puis ils disparurent tous, ce qui rendit la course plus facile à Menolly qui put se concentrer sur l’endroit où elle mettait les pieds.",82655,10.0,disparaitre,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"— Si, je l’ai fait, Lessa – et T’gellan regarda alors directement Menolly –, précisément au moment où Menolly a disparu de son fort.",83407,10.0,disparaitre,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"Menolly essaya de ne pas rire devant la stupéfaction de Silvina car tous, sauf Belle, perchée selon sa coutume sur son épaule, avaient disparu.",85044,11.0,disparaitre,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"— J’ai marqué neuf lézards-de-feu, dit Menolly dans un souffle, parce que, vous voyez, les Fils tombaient hors de la grotte et la seule façon dont je pouvais empêcher les nouveau-nés de sortir et de se faire tuer par les Fils, c’était de les nourrir et ça…",85548,11.0,tuer,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"Puis ils disparurent avec un petit bruit sec tandis que Belle se posait délicatement sur l’épaule de Menolly, dans sa position habituelle.",86057,11.0,disparaitre,menolly
624,Menolly Nolly Monolly | Menolly Monolly | Menolly Nolly | Nolly Monolly | Menolly | Monolly | Nolly,"Le dernier vers, un hymne funèbre au déchant lugubre, cette fois-ci rendu avec une telle intensité par les lézards-de-feu que Menolly réduisit d’un geste les humains au silence, se termine sur l’adieu peiné d’un monde à ses héroïnes tandis que Orlith, Moreta agonisant sur son dos, cherche l’oubli dans l’Interstice.",87807,11.0,funebre,menolly
