sentence_id,book,part,chapter,pdf_page,start_pdf_page,end_pdf_page,text
1,La Ballade de Pern,,,4,4,8,SCIENCE
2,La Ballade de Pern,,,4,4,8,-FICTION
3,La Ballade de Pern,,,4,4,8,Collection dirigée par Bénédicte Lombardo ANNE
4,La Ballade de Pern,,,4,4,8,McCAFFREY
5,La Ballade de Pern,,,4,4,8,La ballade de Pern Intégrale
6,La Ballade de Pern,,,4,4,8,Traduction de l'américain par Simone Hilling
7,La Ballade de Pern,,,4,4,8,SCIENCE
8,La Ballade de Pern,,,4,4,8,-FICTION
9,La Ballade de Pern,,,4,4,8,Collection dirigée par Bénédicte Lombardo ANNE
10,La Ballade de Pern,,,4,4,8,McCAFFREY
11,La Ballade de Pern,,,4,4,8,La Ballade de Pern
12,La Ballade de Pern,,,4,4,8,-
13,La Ballade de Pern,,,4,4,8,Tome 1 L'AUBE DES DRAGONS
14,La Ballade de Pern,,,4,4,8,Traduction de l'américain par Simone Hilling Première partie TERMINUS
15,La Ballade de Pern,,,4,4,8,"— Les rapports de la sonde commencent à arriver, amiral, annonça Sallah Telgar, sans détourner les yeux des points lumineux scintillant sur son terminal."
16,La Ballade de Pern,,,4,4,8,"— Sur l'écran, s'il vous plaît, Mistress Telgar, répliqua l'amiral Benden."
17,La Ballade de Pern,,,4,4,8,"Près de lui, appuyée contre son fauteuil de commandant, Emily Boll fixait intensément la planète baignée de soleil, à peine consciente de l'activité régnant autour d'elle."
18,La Ballade de Pern,,,4,4,8,"L'Expédition Coloniale de Pern avait atteint le moment le plus exaltant de son voyage commencé quinze ans plus tôt : les trois vaisseaux de la colonie, le Yokohama, le Bahrain et le Buenos Aires, approchaient enfin de leur destination."
19,La Ballade de Pern,,,4,4,8,"Dans les bureaux situés sous la passerelle de commandement, les spécialistes attendaient impatiemment la mise à jour des rapports de l'équipe de l'Expédition d'Exploration et d'Évaluation, qui, deux cents ans plus tôt, avait recommandé pour la colonisation la troisième planète de Rukbat."
20,La Ballade de Pern,,,4,4,8,"Le long voyage jusqu'au secteur du Sagittaire s'était passé sans encombre, dans une monotonie rompue une seule fois par l'émotion due à la découverte du nuage d'Oort entourant le système de Rukbat."
21,La Ballade de Pern,,,4,4,8,"Ce phénomène avait continué à passionner les scientifiques et les techniciens, mais Paul Benden s'en était désintéressé quand Ezra Keroon, capitaine du Bahrain et astronome de l'expédition, lui eut assuré que ce n'était rien de plus qu'une curiosité astronomique."
22,La Ballade de Pern,,,4,4,8,"On continuerait à le surveiller, avait dit Ezra, mais si des comètes pouvaient se former dans ses profondeurs et s'en échapper, il doutait qu'elles représentent un danger pour les trois vaisseaux de la colonie ou la planète dont ils approchaient."
23,La Ballade de Pern,,,4,4,8,"Après tout, l'équipe d'Exploration et d'Évaluation n'avait signalé aucun indice d'activité météorique préoccupante à la surface de Pern."
24,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"— Premiers rapports des sondes deux et cinq, confirma Sallah."
25,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Du coin de l'œil, elle vit que l'amiral Benden souriait."
26,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"— Un peu décevant tout cela, non ?"
27,La Ballade de Pern,Première partie,Chapter 1,9,9,11,murmura Paul à Emily Boll comme les derniers rapports s'inscrivaient sur les écrans.
28,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Bras croisés, elle n'avait pas bougé depuis le lancement des sondes, seuls ses doigts frémissant de temps à autre sur ses bras."
29,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"L'air fataliste, elle garda les yeux fixés sur l'écran."
30,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"— Oh, je ne sais pas."
31,La Ballade de Pern,Première partie,Chapter 1,9,9,11,C'est une manœuvre de plus qui nous rapproche de la surface.
32,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Naturellement, ajouta-t-elle, ironique, nous ne pouvons rien changer à la situation annoncée, mais j'espère que nous pourrons assumer."
33,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"— Il faudra bien, répliqua Paul Benden, avec un peu d'appréhension."
34,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"C'était un voyage sans retour – il ne pouvait en être autrement, étant donné les frais engagés pour amener six mille colons et le matériel jusqu'à un secteur aussi écarté de la galaxie."
35,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Une fois sur Pern, le carburant restant dans les grands astronefs de transport suffirait juste à les maintenir en orbite synchrone autour de leur nouvelle planète pendant que des navettes débarqueraient hommes et matériel."
36,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Naturellement, ils avaient des capsulesSOS, qui pouvaient atteindre le quartier général des Planètes Intelligentes Fédérées en cinq ans, mais pour un tacticien naval à la retraite comme Paul Benden, une fragile capsule ne représentait pas une assurance appréciable."
37,La Ballade de Pern,Première partie,Chapter 1,9,9,11,L'expédition de Pern était composée d'individus courageux et inventifs qui avaient choisi d'abandonner les civilisations de haute technologie des Planètes Intelligentes Fédérées.
38,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Ils avaient l'intention de survivre par leurs propres moyens.
39,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Et, bien que leur planète de destination dans le système de Rukbat fût assez riche en minerais et minéraux pour suffire aux besoins d'une société agricole, elle était trop pauvre et trop éloignée du centre galactique pour éveiller la cupidité des technocrates."
40,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"— Encore un petit moment, murmura Emily, pour n'être entendue"
41,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"que de lui seul, et nous pourrons déposer notre accablant fardeau"
42,La Ballade de Pern,Première partie,Chapter 1,9,9,11,.
43,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Il lui sourit, sachant qu'il avait été aussi difficile pour elle que pour lui de repousser les avances des technocrates gênés de perdre deux héros aussi charismatiques : l'amiral, vainqueur de la bataille spatiale de Cygnus, et l'héroïque gouverneur de Centauri Un."
44,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Mais personne ne pouvait nier qu'ils étaient des leaders idéaux pour l'expédition de Pern.
45,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"— À propos de fardeaux, reprit-elle plus haut, je ferais bien d'aller arbitrer mes équipes maintenant que les rapports commencent à arriver."
46,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Je suppose que les spécialistes sont obligés de considérer leur propre discipline comme la plus importante, mais ces chicaneries incessantes… !"
47,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Elle réprima un gémissement, puis sourit, ses yeux bleus scintillant dans un visage plutôt commun."
48,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"— Plus que quelques jours de palabres, amiral, et l'action reprendra le dessus"
49,La Ballade de Pern,Première partie,Chapter 1,9,9,11,.
50,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Elle le connaissait bien.
51,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Il détestait les débats interminables sur des questions secondaires qui semblaient obséder les équipes d'atterrissage.
52,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Il préférait prendre des décisions rapides et les mettre immédiatement à exécution, plutôt que discuter jusqu'à ce que mort s'ensuive."
53,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"— Vous êtes plus patiente que moi avec vos équipes, dit doucement l'amiral."
54,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Depuis deux mois que les vaisseaux décéléraient à l'approche du système de Rukbat, ce n'étaient qu'ennuyeux meetings et discussions sur des questions de procédure, pourtant étudiées à fond dix-sept ans plus tôt aux stades prévisionnels de l'aventure."
55,La Ballade de Pern,Première partie,Chapter 1,9,9,11,La plupart des deux mille neuf cents
56,La Ballade de Pern,Première partie,Chapter 1,9,9,11,colons
57,La Ballade de Pern,Première partie,Chapter 1,9,9,11,du Yokohama
58,La Ballade de Pern,Première partie,Chapter 1,9,9,11,avaient passé tout le voyage en animation suspendue.
59,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Le personnel indispensable à la marche et à l'entretien des trois vaisseaux s'était relayé, par quarts de cinq ans."
60,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Paul Benden avait choisi le premier et le dernier quart.
61,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Emily Boll avait été réveillée peu avant les autres spécialistes de l'environnement, qui avaient passé leur temps à critiquer la superficialité des rapports de l'Expédition d'Exploration et d'Évaluation."
62,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Elle jugeait inutile de leur rappeler leur enthousiasme à la lecture de ces mêmes rapports quand ils s'étaient engagés pour l'expédition de Pern.
63,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Les yeux passant d'un terminal à un autre, se frictionnant distraitement trois doigts de son pouce, Paul continua à absorber les informations diffusées sur les écrans."
64,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Bien qu'il ne fût pas le genre d'Emily, Paul Benden était incontestablement bel homme, et elle l'aimait mieux depuis qu'il avait renoncé aux cheveux en brosse des astronautes."
65,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Elle trouvait que son épaisse crinière blonde adoucissait son visage taillé à coups de serpe, son nez camard, ses mâchoires puissantes et sa grande bouche qui, pour l'heure, souriait."
66,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Le voyage lui avait fait du bien : il avait l'air en forme, prêt à affronter les rigueurs des prochains mois."
67,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Emily se rappelait sa maigreur décharnée à la cérémonie officielle commémorant sa brillante victoire de Cygnus, où lui et la Flotte du secteur Pourpre avaient renversé l'issue de la guerre contre les Nathis."
68,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Selon la légende, il était resté éveillé à son poste pendant les soixante-dix heures qu'avait duré la bataille."
69,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Emily le croyait.
70,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Elle avait fait elle-même quelque chose d'approchant au plus fort de l'attaque des Nathis contre sa planète.
71,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"On peut faire bien des choses sous la pression des événements, elle le savait par expérience."
72,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"À son avis, ces efforts surhumains se payaient plus tard, mais Benden, sa sixième décennie pourtant écornée, semblait toujours fort et vigoureux."
73,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Quant à elle, elle ne remarquait aucun fléchissement de son énergie."
74,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Quatorze ans de sommeil semblaient l'avoir guérie de sa terrible fatigue, conséquence obligée de sa défense de Centauri Un."
75,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Et ils approchaient d'un monde merveilleux !
76,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Emily soupira sans détourner les yeux des écrans plus d'une seconde.
77,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Elle savait que tous ceux de service sur le pont, de même que ceux du quart précédent qui étaient restés là, étaient totalement hypnotisés par la magnificence de leur future patrie."
78,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Qui l'avait baptisée Pern, elle ne s'en souvenait pas – c'étaient sans doute les lettres inscrites en tête du rapport, initiales de mots d'un sens tout différent –, mais, officiellement, la planète s'appelait Pern et elle était à eux."
79,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Ils effectuaient une approche équatoriale ;
80,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"l'indolente rotation de la planète lui cachait le continent Septentrional et la chaîne montagneuse bordant sa côte, et révélait le désert occidental du continent Méridional."
81,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Le trait topographique dominant était un vaste océan, légèrement plus vert que ceux de la vieille Terre, ceinturé d'îles dispersées dans ses eaux."
82,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Pour l'heure, l'atmosphère s'ornait des volutes nuageuses d'une zone de basses pressions se déplaçant rapidement vers le nord-est."
83,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Quel monde magnifique !
84,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"De nouveau, elle soupira, et remarqua Paul qui la regardait."
85,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Elle lui sourit, sans vraiment détourner les yeux de l'écran."
86,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Un monde magnifique !
87,La Ballade de Pern,Première partie,Chapter 1,9,9,11,Et à eux !
88,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Cette fois, ils ne le pollueraient pas, se promit-elle avec ferveur."
89,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Avec tant de magnifiques terres productives, les anciens impératifs ne s'appliquaient plus."
90,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Non, corrigea-t-elle, les gens en inventent déjà de nouveaux."
91,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Elle pensa aux frictions qu'elle avait senties entre les commanditaires, qui avaient trouvé les énormes crédits nécessaires au financement de l'expédition, et les exploitants, spécialistes représentant tous les corps de métiers indispensables à l'entreprise."
92,La Ballade de Pern,Première partie,Chapter 1,9,9,11,"Tous obtiendraient de vastes terres ou d'importantes concessions minières sur ce nouveau monde, mais les commanditaires choisiraient les premiers et c'était une pomme de discorde."
93,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Encore des différences !
94,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"Pourquoi fallait-il qu'il y ait toujours des distinctions, étalées avec arrogance comme des supériorités, ou tournées en dérision comme des infériorités ?"
95,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"Tous auraient les mêmes chances, quel que fût le nombre d'hectares revendiqués par les commanditaires, ou alloués aux exploitants."
96,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"Sur Pern, il ne dépendrait que de chacun de réussir, de justifier ses exigences et de mettre en valeur autant de terre qu'il le pourrait."
97,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Telle serait la distinction universelle.
98,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"Après l'atterrissage, tout le monde sera trop occupé pour s'inquiéter de « différences », se dit-elle, regardant avec fascination des nuages, venus d'une seconde zone de basses pressions, dériver du nord invisible vers la mer."
99,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"Si les deux systèmes météorologiques se rencontraient, une tempête épouvantable éclaterait sur les îles orientales."
100,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"— Ça se présente bien, murmura le commandant Ongola de sa voix de basse triste."
101,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Emily ne l'avait pas vu sourire une seule fois depuis six mois qu'elle était réveillée.
102,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"Paul lui avait dit que la femme, les enfants et toute la famille d'Ongola avaient été vaporisés quand les Nathis avaient attaqué leur colonie de service ;"
103,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Paul lui avait expressément demandé de se joindre à l'expédition.
104,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"Assis au pupitre scientifique, Ongola monitorait les données météorologiques et atmosphériques."
105,La Ballade de Pern,Première partie,Chapter 1,12,12,12,—
106,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Contenu atmosphérique sans surprise.
107,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Les températures du continent Méridional semblent normales pour cette fin d'hiver.
108,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"Fortes précipitations sur le continent Septentrional, dues aux basses pressions."
109,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Analyses et températures conformes au rapport de l'EEE.
110,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"La première sonde se livrait à une circumnavigation à haute altitude, lui permettant de photographier toute la planète."
111,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"La seconde, sur orbite basse, pouvait rééxaminer n'importe quelle région à la demande."
112,La Ballade de Pern,Première partie,Chapter 1,12,12,12,La troisième sonde était programmée pour les détails topographiques.
113,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"— Les sondes quatre et six ont atterri, amiral."
114,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"La cinq attend les ordres, dit Sallah, interprétant les nouvelles lumières qui commençaient à fulgurer sur son écran."
115,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Modules d'exploration déployés.
116,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"L'image de Pern continua à dominer l'écran principal, tandis que la planète tournait lentement vers l'est, de la nuit vers le jour."
117,La Ballade de Pern,Première partie,Chapter 1,12,12,12,La côte du continent
118,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Méridional
119,La Ballade de Pern,Première partie,Chapter 1,12,12,12,"était éclairée, et l'on distinguait une chaîne de montagnes et le lit de plusieurs rivières."
120,La Ballade de Pern,Première partie,Chapter 1,12,12,12,Le balayage thermique montrait l'effet de la lumière du jour en cette fin d'hiver.
121,La Ballade de Pern,Première partie,Chapter 1,13,13,13,Les modules avaient été lâchés sur trois zones du continent
122,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Méridional encore invisibles,"
123,La Ballade de Pern,Première partie,Chapter 1,13,13,13,et relayaient des informations sur l'état du terrain et les conditions météo
124,La Ballade de Pern,Première partie,Chapter 1,13,13,13,.
125,La Ballade de Pern,Première partie,Chapter 1,13,13,13,On avait toujours privilégié le continent Méridional pour l'atterrissage : le rapport de l'EEE mentionnait un climat plus clément sur les hauts plateaux ;
126,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"une plus grande variété de plantes, dont certaines comestibles pour l'homme, de bonnes terres arables, des mouillages sûrs pour les solides bateaux de pêche en siliplex transportés en pièces détachées dans les cales du Buenos Aires et du Bahrain."
127,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Les mers de Pern grouillaient de vie, et l'homme devait pouvoir en consommer au moins quelques espèces sans danger."
128,La Ballade de Pern,Première partie,Chapter 1,13,13,13,Les biologistes marins nourrissaient l'espoir de peupler les baies et les estuaires de variétés terriennes sans nuire à l'équilibre écologique.
129,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Les caissons congélateurs du Bahrain contenaient vingt-cinq dauphins, qui s'étaient portés volontaires pour le voyage."
130,La Ballade de Pern,Première partie,Chapter 1,13,13,13,Les mers de Pern convenaient à merveille aux intelligents mammifères séduits par l'occasion de voir de nouveaux mondes et de jouer les bergers des mers.
131,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"D'après les analyses des sols, les céréales et les légumes terriens, qui s'étaient déjà bien adaptés au sol centaurien, devaient prospérer sur Pern – chose indispensable, les herbes indigènes ne convenant pas aux animaux terriens."
132,La Ballade de Pern,Première partie,Chapter 1,13,13,13,L'une des premières tâches des agronomes serait de semer des plantes fourragères pour les différents herbivores et ruminants amenés de la Terre sous forme d'ovules congelés pris dans les Banques de Reproduction Animale de Terra.
133,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Afin d'assurer l'adaptabilité des animaux terriens sur Pern, les colons avaient difficilement obtenu l'autorisation d'utiliser certaines techniques biogénétiques des Eridanis – essentiellement la communication mentale, la réduction des gènes et les améliorations chromosomiques."
134,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"Bien que Pern se trouvât dans un secteur isolé de la galaxie, les Planètes Intelligentes Fédérées voulaient éviter de nouveaux désastres biologiques, tels que ceux qui avaient provoqué la formation du groupe pour la Défense d'une Lignée Humaine Pure."
135,La Ballade de Pern,Première partie,Chapter 1,13,13,13,Emily Boll réprima un frisson.
136,La Ballade de Pern,Première partie,Chapter 1,13,13,13,Ces souvenirs appartenaient au passé.
137,La Ballade de Pern,Première partie,Chapter 1,13,13,13,Déployé devant elle sur l'écran : l'avenir – et elle ferait bien de descendre aider les spécialistes à l'organiser.
138,La Ballade de Pern,Première partie,Chapter 1,13,13,13,"— J'ai traîné assez longtemps, murmura-t-elle à Paul Benden, en lui touchant l'épaule."
139,La Ballade de Pern,Première partie,Chapter 1,13,13,13,Paul détacha son regard de l'écran et sourit en lui tapotant amicalement la main.
140,La Ballade de Pern,Première partie,Chapter 1,14,14,19,— Allez d'abord manger quelque chose !
141,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"dit-il, la menaçant du doigt."
142,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Vous oubliez toujours que nous ne sommes pas rationnés sur le Yoko.
143,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Elle le regarda, stupéfaite."
144,La Ballade de Pern,Première partie,Chapter 1,14,14,19,—
145,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Oui.
146,La Ballade de Pern,Première partie,Chapter 1,14,14,19,C'est promis.
147,La Ballade de Pern,Première partie,Chapter 1,14,14,19,— Les semaines qui viennent seront dures.
148,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"— Oui, mais tellement stimulantes, dit-elle, les yeux brillants."
149,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Puis son estomac émit un grognement affamé.
150,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"— C'est compris, amiral."
151,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Elle lui adressa un clin d'œil complice et sortit.
152,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Il la regarda gagner la porte la plus proche, mince, presque osseuse, avec ses cheveux gris et ondés qui lui tombaient jusqu'aux épaules."
153,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Ce qui lui plaisait chez elle, c'était cette force indomptable, à la fois morale et physique, alliée à une brutalité qui le surprenait parfois."
154,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Elle avait une vitalité extraordinaire – sa seule présence suffisait à vous remonter le moral.
155,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Ensemble, ils feraient quelque chose de ce nouveau monde."
156,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Le grand salon avait été transformé en bureau pour les chefs des différentes équipes d'exobiologistes, agronomes, botanistes et écologistes, auxquels s'étaient joints six représentants des fermiers professionnels, encore un peu groggy de leur longue animation suspendue."
157,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"La salle était entourée de multiples écrans affichant une multitude changeante de rapports, statistiques, comparaisons et analyses microbiologiques."
158,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Les débats allaient bon train.
159,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Ceux qui étaient penchés sur les moniteurs, collationnant diligemment les données, essayaient d'ignorer la tension émanant des chefs de département, assemblés au centre en un groupe compact, chacun gardant l'œil sur les écrans concernant sa spécialité."
160,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Mar Dook, le chef agronome, était un petit homme dont les traits, la peau et la morphologie annonçaient l'ascendance asiatique : il était mince et musclé, avec des épaules légèrement voûtées, et ses yeux noirs brillaient d'une vive intelligence et de l'impatience d'affronter les difficultés."
161,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"— Les priorités sont décidées depuis longtemps, mes chers collègues."
162,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Nous faisons partie de la première vague de débarquement.
163,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Les sondes ne contredisent aucune des informations déjà en notre possession.
164,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Les échantillons de sol et de végétation concordent.
165,La Ballade de Pern,Première partie,Chapter 1,14,14,19,On a relevé le long des côtes les mêmes variétés d'algues vertes et rouges que prévu.
166,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Une sonde à basse altitude a capturé une réconfortante variété d'insectes, également découverte par l'EEE."
167,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Le fax aérien transmis par cette même équipe signalait la présence de – comment les avaient-ils baptisés, déjà ?"
168,La Ballade de Pern,Première partie,Chapter 1,14,14,19,– wherries1.
169,La Ballade de Pern,Première partie,Chapter 1,14,14,19,—
170,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Pourquoi « wherries » ?
171,La Ballade de Pern,Première partie,Chapter 1,14,14,19,demanda Phas Radamanth.
172,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Il parcourut rapidement le rapport, cherchant cette mention particulière."
173,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"— Ah, dit-il quand il l'eut trouvée."
174,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Parce qu'ils ressemblent à des péniches volantes – lourds, gros et massifs."
175,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Il se permit un petit sourire pour la fantaisie de cette équipe disparue depuis longtemps.
176,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"— Oui, mais ils ne mentionnent aucun autre prédateur, dit Kwan Marceau, fronçant son front haut, comme d'habitude."
177,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"— Il existe sûrement une autre bête qui les mange, répliqua Phas avec assurance."
178,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"— Ou alors, ils se mangent entre eux, suggéra Mar Dook, ce qui lui valut un regard sévère de Kwan."
179,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Soudain, Mar Dook, très excité, montra un nouveau fax sur l'écran."
180,La Ballade de Pern,Première partie,Chapter 1,14,14,19,— Regardez !
181,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Le module a capturé un reptiloïde.
182,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Un grand spécimen.
183,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Dix centimètres de diamètre et sept mètres de long.
184,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Le voilà, ton mangeur de wherries, Kwan."
185,La Ballade de Pern,Première partie,Chapter 1,14,14,19,—
186,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Un autre module vient de traverser une flaque de matière excrémentielle, semi-liquide, contenant des parasites et bactéries intestinaux, dit Pol Nietro, étiquetant rapidement le rapport pour étude ultérieure."
187,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Et le sol semble grouiller d'insectes.
188,La Ballade de Pern,Première partie,Chapter 1,14,14,19,D'une variété considérable.
189,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Nématodes, insectoïdes, acariens qui ne seraient pas déplacés dans un compost terrien."
190,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Ted, voilà quelque chose pour toi : des végétaux qui ressemblent à nos mycorhizes – des champignons qui poussent sur les arbres."
191,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"À ce propos, je me demande où l'EEE avait bien pu trouver ce mycélium lumineux."
192,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Ted Tubberman, l'un des biologistes de la colonie, émit un grognement dédaigneux."
193,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Il était grand, sans un pouce de graisse après ses quinze ans passés en animation suspendue, et il avait un certain penchant pour l'arrogance."
194,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"— Les organismes lumineux se trouvent généralement dans les grottes profondes, Nietro, car ils utilisent leur lumière pour attirer leurs proies, souvent des insectes."
195,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Le mycélium en question se trouvait dans un système de grottes de la grande île au sud du continent Septentrional.
196,La Ballade de Pern,Première partie,Chapter 1,14,14,19,On dirait qu'il y a beaucoup de grottes sur cette planète.
197,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Pourquoi n'a-t-on pas programmé un module pour des investigations souterraines ?
198,La Ballade de Pern,Première partie,Chapter 1,14,14,19,demanda-t-il d'un ton chagrin.
199,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"— Nous n'en avions qu'un nombre limité à notre disposition, expliqua Mar Dook, conciliant."
200,La Ballade de Pern,Première partie,Chapter 1,14,14,19,— Regardez !
201,La Ballade de Pern,Première partie,Chapter 1,14,14,19,"Voilà ce que j'attendais, dit Kwan, son visage généralement solennel s'éclairant quand il se pencha à toucher du nez l'écran du moniteur."
202,La Ballade de Pern,Première partie,Chapter 1,14,14,19,Il y a des systèmes de récifs.
